record_id,document_family,split
cfb2ba1779a7200b,family_a,train
d0b1be29fb8a1138,family_a,train
d0fb4f36803daae0,family_b,train
d15bfe4a509d6566,family_b,train
d1a81ca5aa4d0c41,family_a,test
d25b068748cd24d0,family_b,val
d265c69c7fa74149,family_a,train
d2e8d6d2eff7770e,family_a,train
d330e875a791e264,family_a,train
d34c60b8c55ff2b5,family_b,test
d354a9596cd0bc65,family_a,test
d40ee5974b4e70ee,family_a,train
d41151fd653b5f6e,family_a,test
d412cf4135faa8da,family_a,train
d469ee1958000b28,family_b,val
d48404bd5ded91ec,family_a,train
d490ad8bdfcf439f,family_a,val
d49c0cd9436dd76f,family_a,train
d55852a0f45416dc,family_a,train
d5776e819632e23e,family_a,test
d58b0df1bbe97b11,family_a,train
d5b61e1ef2e94a13,family_b,train
d5c24a76d0a5e8ef,family_a,train
d5e016fed966cd90,family_b,val
d5e69e4d3e0fb6a2,family_a,train
d5edf3899b9da347,family_b,val
d676c4d7809e4aff,family_a,train
d6983ef5bc012262,family_b,train
d6ce534f27781b79,family_b,train
d707b4b2a1e15dfb,family_b,test
d70ecaed7470e9cd,family_a,val
d73e89e4157183a9,family_b,train
d779e601060fb5a7,family_a,val
d7fca3fe32242215,family_a,train
d82b53d0ec021d3d,family_a,train
d83eccf737143264,family_a,train
d8c65648d6be9f21,family_b,train
d8c6cfbb0bab1634,family_b,test
d90c3207cf0c33fb,family_b,train
d944dc344299b4e4,family_b,train
d94e6749b718c7c3,family_a,train
d960732d4f2d70df,family_b,train
d9835e6c6a6b8738,family_a,train
d9c809bfb509aff9,family_a,val
d9ffab9b895688cc,family_a,train
da29f9db1f8d65f1,family_b,test
da2db83e27e8afef,family_a,train
da4a569997bf212d,family_b,train
da6bfa5f1c371ef8,family_b,train
da7c7793a6fcdf48,family_a,test
dae47f5cd8279661,family_b,train
db3a8200a1c79c6c,family_a,train
db610e4820bc6dc5,family_a,train
db76a69f4fe2a002,family_b,val
dba6c4e49d7ebc43,family_a,train
dc5ac03ef291f212,family_a,train
dcf6966ec0979136,family_a,train
dd24003511615813,family_a,train
dd35c95cb0726900,family_b,val
dd45151e227ea17a,family_b,test
dd9a045fc7dab18e,family_a,train
dd9f80e899ba933c,family_b,test
de339d3a3f982129,family_a,train
de3ac1a4b1832d3a,family_a,test
de503685dbfc0ef1,family_a,val
de7abaabefc51250,family_b,train
dec1357ac29eee9d,family_b,train
deca29b56293d8b0,family_b,train
def9300e4c74263a,family_a,train
df593f151c9522d3,family_b,train
dfc67982e62b314d,family_b,train
e0caab453c8a80a1,family_a,val
e1125b91269cbda5,family_b,train
e125f0a38c981080,family_a,train
e1327e578481492f,family_a,train
e1b6f4c0e463e108,family_b,train
e1b7142b0b7abcf3,family_a,train
e1f7c92d86944741,family_b,train
e2264439d737a875,family_a,test
e241541dc8e4340e,family_a,train
e2467e41c32db2cd,family_b,train
e27655fa1b3b5926,family_a,test
e281a6377dc7a943,family_a,test
e2a08bf80e3d4a19,family_b,train
e338dd5feafed7fe,family_a,train
e3a3575b6c1d1143,family_a,train
e42355de5db6404b,family_b,test
e460d941bfccb034,family_b,test
e4929fe7587b424d,family_a,train
e5851d30ea88bea1,family_b,train
e5ad2f1a4c9aceb2,family_b,train
e5f4ac76524f7f94,family_a,train
e5fc42d217d4be32,family_b,test
e611513789b93b12,family_b,test
e776427ac131e2bb,family_b,train
e8195d8ab6a778da,family_a,train
e86e1cd0407e5465,family_a,train
e884f15b1548e6a8,family_a,train
e8eaccda7cc6a333,family_b,test
e8ecb94a9ba1401d,family_a,test
e920a40d88e56acc,family_a,val
e9b0f2a9f49ce920,family_b,train
e9b95ec8988f72fa,family_a,train
e9d3710ddb0c4b9c,family_b,train
e9ec888c8dd08202,family_b,train
ea0aa97e0d57f45c,family_a,train
ea39c699be7ae6b9,family_a,train
ea4e289f5ede2a4a,family_a,val
eab85e8c7361572d,family_a,test
eacce920667ef914,family_b,val
eb0604b33eab7a8a,family_a,train
eb60acb8fa01726f,family_a,train
ebaaaf1792058b8d,family_a,val
ebcb20aae1d1e97a,family_b,train
ec56929d73813aa6,family_b,train
ecc78c1a99c9a659,family_a,test
ed0a81b6244fc3c3,family_a,train
ed18d2ce87289564,family_a,val
ed1b17d539d834bf,family_a,train
ed345bdf846c9594,family_b,train
ed6f89ae131150ad,family_b,train
edb43a2e200dbfc8,family_b,train
edb60f43af61f48c,family_b,test
ee0eeccdade5c007,family_b,train
ee18989a6e511b9e,family_a,train
ee1c56fb6898911b,family_a,train
ee2384036abf0eab,family_b,train
ee2c677269a13dcf,family_b,train
ee857828319ff489,family_a,val
ee8768607f916521,family_a,train
eeafe1288740c769,family_b,train
eeebd6403692d7d1,family_b,train
ef019f132e82fb3d,family_a,train
ef3b2921772a42c6,family_b,train
efe1561c2adcad1f,family_a,train
efef618c8a0d1358,family_a,train
eff35dde611ed1fb,family_a,val
f008cb6d9ccca282,family_a,train
f00ebb597fa1ca03,family_a,test
f046e41b49685f34,family_a,val
f0ed22d26b2a4017,family_b,val
f16e04d48be723ea,family_b,train
f181aa9d71bc8eb5,family_b,test
f1917532ddb2f142,family_a,train
f211b4b96444ff4c,family_a,train
f223327594a544ec,family_b,test
f2bf1b2b28118497,family_b,train
f2d4afdb3b3d6ffe,family_b,test
f2ea8d2719c85d31,family_b,val
f2eed4fc71dd3b01,family_b,train
f3070ef4430af1d8,family_b,test
f3723457edbf7dda,family_a,train
f3fdb0dd4973b1c4,family_a,train
f3fe1a9c04f7899e,family_b,val
f4412781fbd0e27b,family_a,val
f487c2505b920799,family_b,train
f49e54ba98de2772,family_a,train
f4bce4ce396c33f8,family_a,val
f4da6cd55dade7cc,family_a,train
f50a21446c27fe22,family_a,train
f54829210ea6a0dc,family_b,train
f5a84c000b90215d,family_b,train
f5e7e706c32e44b5,family_a,test
f62143d21cf1a09a,family_a,train
f6e0f2f79b71f23a,family_a,train
f6f1c390410c93a7,family_a,val
f7519c594b7ab162,family_a,val
f751c64621304b14,family_a,train
f758a082ab1e7793,family_b,train
f792113e8718f742,family_a,train
f79374e6826d7792,family_a,val
f7a1d17f76d41072,family_b,train
f7a2af579186b18f,family_a,train
f7be93f833d259ca,family_a,test
f7c65fb3b1b49062,family_b,test
f7d942add611a660,family_b,train
f82b3519ffdef7aa,family_b,train
f82bed7b1908c000,family_b,train
f84dbe88021343b1,family_a,test
f86ffbb80852ffb3,family_a,train
f8bdf52016d906fb,family_b,train
f8e833c139cea0df,family_a,val
f8f4de1b92125723,family_a,train
f911843ffae4b358,family_b,train
f97a45eada5ee0c9,family_a,train
f9fa73934e94c605,family_b,train
fa7ccbf52efaa000,family_b,val
fad6f2b00f8dc169,family_b,train
fadbfeaed4bece9c,family_a,train
fadde977322ea99f,family_a,train
fb1390e59f976456,family_b,train
fb402c95ee2abede,family_b,train
fb83da64be54a5cc,family_a,train
fbcc59f5116a776b,family_b,train
fc3471992f2cd456,family_a,train
fc3cd5cbb993bc1f,family_b,train
fc589cff9b763393,family_a,val
fc9a6abe3db89d97,family_a,train
fd618f1a3bec6520,family_b,test
fdcfb73b24baee59,family_a,val
fdd772a875399971,family_a,train
fe1f43994c8d068b,family_a,train
feafb60a17314a96,family_a,val
ffa8cdf7b4d904a3,family_b,val
ffdefcf87de3228b,family_a,train
ffffb4f462569eb4,family_a,train
