id,document_family,record_id,template_variant,tamper_type,final_label,cnn_label,image_path,label_path
family_a_001580_coordinated_full_forgery,family_a,666eacb6bacb9975,v2,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001580_coordinated_full_forgery.png,labels/family_a_001580_coordinated_full_forgery.json
family_a_001581_visual_splice,family_a,666eacb6bacb9975,v2,visual_splice,forged,forged,images/family_a/family_a_001581_visual_splice.png,labels/family_a_001581_visual_splice.json
family_a_001582_visual_splice,family_a,666eacb6bacb9975,v2,visual_splice,forged,forged,images/family_a/family_a_001582_visual_splice.png,labels/family_a_001582_visual_splice.json
family_a_001583_visual_splice,family_a,666eacb6bacb9975,v2,visual_splice,forged,forged,images/family_a/family_a_001583_visual_splice.png,labels/family_a_001583_visual_splice.json
family_a_001595_genuine,family_a,ae6ad237e28b1b29,v1,genuine,genuine,genuine,images/family_a/family_a_001595_genuine.png,labels/family_a_001595_genuine.json
family_a_001596_text_qr_mismatch,family_a,ae6ad237e28b1b29,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_001596_text_qr_mismatch.png,labels/family_a_001596_text_qr_mismatch.json
family_a_001597_qr_only_mismatch,family_a,ae6ad237e28b1b29,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_001597_qr_only_mismatch.png,labels/family_a_001597_qr_only_mismatch.json
family_a_001598_checksum_invalid,family_a,ae6ad237e28b1b29,v1,checksum_invalid,forged,genuine,images/family_a/family_a_001598_checksum_invalid.png,labels/family_a_001598_checksum_invalid.json
family_a_001599_format_invalid,family_a,ae6ad237e28b1b29,v1,format_invalid,forged,genuine,images/family_a/family_a_001599_format_invalid.png,labels/family_a_001599_format_invalid.json
family_a_001600_field_missing,family_a,ae6ad237e28b1b29,v1,field_missing,forged,genuine,images/family_a/family_a_001600_field_missing.png,labels/family_a_001600_field_missing.json
family_a_001601_fine_grained_edit,family_a,ae6ad237e28b1b29,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_001601_fine_grained_edit.png,labels/family_a_001601_fine_grained_edit.json
family_a_001602_coordinated_full_forgery,family_a,ae6ad237e28b1b29,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001602_coordinated_full_forgery.png,labels/family_a_001602_coordinated_full_forgery.json
family_a_001603_visual_splice,family_a,ae6ad237e28b1b29,v1,visual_splice,forged,forged,images/family_a/family_a_001603_visual_splice.png,labels/family_a_001603_visual_splice.json
family_a_001604_visual_splice,family_a,ae6ad237e28b1b29,v1,visual_splice,forged,forged,images/family_a/family_a_001604_visual_splice.png,labels/family_a_001604_visual_splice.json
family_a_001605_visual_splice,family_a,ae6ad237e28b1b29,v1,visual_splice,forged,forged,images/family_a/family_a_001605_visual_splice.png,labels/family_a_001605_visual_splice.json
family_a_001606_genuine,family_a,eb60acb8fa01726f,v1,genuine,genuine,genuine,images/family_a/family_a_001606_genuine.png,labels/family_a_001606_genuine.json
family_a_001607_text_qr_mismatch,family_a,eb60acb8fa01726f,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_001607_text_qr_mismatch.png,labels/family_a_001607_text_qr_mismatch.json
family_a_001608_qr_only_mismatch,family_a,eb60acb8fa01726f,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_001608_qr_only_mismatch.png,labels/family_a_001608_qr_only_mismatch.json
family_a_001609_checksum_invalid,family_a,eb60acb8fa01726f,v1,checksum_invalid,forged,genuine,images/family_a/family_a_001609_checksum_invalid.png,labels/family_a_001609_checksum_invalid.json
family_a_001610_format_invalid,family_a,eb60acb8fa01726f,v1,format_invalid,forged,genuine,images/family_a/family_a_001610_format_invalid.png,labels/family_a_001610_format_invalid.json
family_a_001611_field_missing,family_a,eb60acb8fa01726f,v1,field_missing,forged,genuine,images/family_a/family_a_001611_field_missing.png,labels/family_a_001611_field_missing.json
family_a_001612_fine_grained_edit,family_a,eb60acb8fa01726f,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_001612_fine_grained_edit.png,labels/family_a_001612_fine_grained_edit.json
family_a_001613_coordinated_full_forgery,family_a,eb60acb8fa01726f,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001613_coordinated_full_forgery.png,labels/family_a_001613_coordinated_full_forgery.json
family_a_001614_visual_splice,family_a,eb60acb8fa01726f,v1,visual_splice,forged,forged,images/family_a/family_a_001614_visual_splice.png,labels/family_a_001614_visual_splice.json
family_a_001615_visual_splice,family_a,eb60acb8fa01726f,v1,visual_splice,forged,forged,images/family_a/family_a_001615_visual_splice.png,labels/family_a_001615_visual_splice.json
family_a_001616_visual_splice,family_a,eb60acb8fa01726f,v1,visual_splice,forged,forged,images/family_a/family_a_001616_visual_splice.png,labels/family_a_001616_visual_splice.json
family_a_001628_genuine,family_a,dc5ac03ef291f212,v2,genuine,genuine,genuine,images/family_a/family_a_001628_genuine.png,labels/family_a_001628_genuine.json
family_a_001629_text_qr_mismatch,family_a,dc5ac03ef291f212,v2,text_qr_mismatch,forged,genuine,images/family_a/family_a_001629_text_qr_mismatch.png,labels/family_a_001629_text_qr_mismatch.json
family_a_001630_qr_only_mismatch,family_a,dc5ac03ef291f212,v2,qr_only_mismatch,forged,genuine,images/family_a/family_a_001630_qr_only_mismatch.png,labels/family_a_001630_qr_only_mismatch.json
family_a_001631_checksum_invalid,family_a,dc5ac03ef291f212,v2,checksum_invalid,forged,genuine,images/family_a/family_a_001631_checksum_invalid.png,labels/family_a_001631_checksum_invalid.json
family_a_001632_format_invalid,family_a,dc5ac03ef291f212,v2,format_invalid,forged,genuine,images/family_a/family_a_001632_format_invalid.png,labels/family_a_001632_format_invalid.json
family_a_001633_field_missing,family_a,dc5ac03ef291f212,v2,field_missing,forged,genuine,images/family_a/family_a_001633_field_missing.png,labels/family_a_001633_field_missing.json
family_a_001634_fine_grained_edit,family_a,dc5ac03ef291f212,v2,fine_grained_edit,forged,genuine,images/family_a/family_a_001634_fine_grained_edit.png,labels/family_a_001634_fine_grained_edit.json
family_a_001635_coordinated_full_forgery,family_a,dc5ac03ef291f212,v2,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001635_coordinated_full_forgery.png,labels/family_a_001635_coordinated_full_forgery.json
family_a_001636_visual_splice,family_a,dc5ac03ef291f212,v2,visual_splice,forged,forged,images/family_a/family_a_001636_visual_splice.png,labels/family_a_001636_visual_splice.json
family_a_001637_visual_splice,family_a,dc5ac03ef291f212,v2,visual_splice,forged,forged,images/family_a/family_a_001637_visual_splice.png,labels/family_a_001637_visual_splice.json
family_a_001638_visual_splice,family_a,dc5ac03ef291f212,v2,visual_splice,forged,forged,images/family_a/family_a_001638_visual_splice.png,labels/family_a_001638_visual_splice.json
family_a_001639_genuine,family_a,2f39c45bcdcc9e76,v1,genuine,genuine,genuine,images/family_a/family_a_001639_genuine.png,labels/family_a_001639_genuine.json
family_a_001640_text_qr_mismatch,family_a,2f39c45bcdcc9e76,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_001640_text_qr_mismatch.png,labels/family_a_001640_text_qr_mismatch.json
family_a_001641_qr_only_mismatch,family_a,2f39c45bcdcc9e76,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_001641_qr_only_mismatch.png,labels/family_a_001641_qr_only_mismatch.json
family_a_001642_checksum_invalid,family_a,2f39c45bcdcc9e76,v1,checksum_invalid,forged,genuine,images/family_a/family_a_001642_checksum_invalid.png,labels/family_a_001642_checksum_invalid.json
family_a_001643_format_invalid,family_a,2f39c45bcdcc9e76,v1,format_invalid,forged,genuine,images/family_a/family_a_001643_format_invalid.png,labels/family_a_001643_format_invalid.json
family_a_001644_field_missing,family_a,2f39c45bcdcc9e76,v1,field_missing,forged,genuine,images/family_a/family_a_001644_field_missing.png,labels/family_a_001644_field_missing.json
family_a_001645_fine_grained_edit,family_a,2f39c45bcdcc9e76,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_001645_fine_grained_edit.png,labels/family_a_001645_fine_grained_edit.json
family_a_001646_coordinated_full_forgery,family_a,2f39c45bcdcc9e76,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001646_coordinated_full_forgery.png,labels/family_a_001646_coordinated_full_forgery.json
family_a_001647_visual_splice,family_a,2f39c45bcdcc9e76,v1,visual_splice,forged,forged,images/family_a/family_a_001647_visual_splice.png,labels/family_a_001647_visual_splice.json
family_a_001648_visual_splice,family_a,2f39c45bcdcc9e76,v1,visual_splice,forged,forged,images/family_a/family_a_001648_visual_splice.png,labels/family_a_001648_visual_splice.json
family_a_001649_visual_splice,family_a,2f39c45bcdcc9e76,v1,visual_splice,forged,forged,images/family_a/family_a_001649_visual_splice.png,labels/family_a_001649_visual_splice.json
family_a_001661_genuine,family_a,8ca725ae9c060798,v2,genuine,genuine,genuine,images/family_a/family_a_001661_genuine.png,labels/family_a_001661_genuine.json
family_a_001662_text_qr_mismatch,family_a,8ca725ae9c060798,v2,text_qr_mismatch,forged,genuine,images/family_a/family_a_001662_text_qr_mismatch.png,labels/family_a_001662_text_qr_mismatch.json
family_a_001663_qr_only_mismatch,family_a,8ca725ae9c060798,v2,qr_only_mismatch,forged,genuine,images/family_a/family_a_001663_qr_only_mismatch.png,labels/family_a_001663_qr_only_mismatch.json
family_a_001664_checksum_invalid,family_a,8ca725ae9c060798,v2,checksum_invalid,forged,genuine,images/family_a/family_a_001664_checksum_invalid.png,labels/family_a_001664_checksum_invalid.json
family_a_001665_format_invalid,family_a,8ca725ae9c060798,v2,format_invalid,forged,genuine,images/family_a/family_a_001665_format_invalid.png,labels/family_a_001665_format_invalid.json
family_a_001666_field_missing,family_a,8ca725ae9c060798,v2,field_missing,forged,genuine,images/family_a/family_a_001666_field_missing.png,labels/family_a_001666_field_missing.json
family_a_001667_fine_grained_edit,family_a,8ca725ae9c060798,v2,fine_grained_edit,forged,genuine,images/family_a/family_a_001667_fine_grained_edit.png,labels/family_a_001667_fine_grained_edit.json
family_a_001668_coordinated_full_forgery,family_a,8ca725ae9c060798,v2,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001668_coordinated_full_forgery.png,labels/family_a_001668_coordinated_full_forgery.json
family_a_001669_visual_splice,family_a,8ca725ae9c060798,v2,visual_splice,forged,forged,images/family_a/family_a_001669_visual_splice.png,labels/family_a_001669_visual_splice.json
family_a_001670_visual_splice,family_a,8ca725ae9c060798,v2,visual_splice,forged,forged,images/family_a/family_a_001670_visual_splice.png,labels/family_a_001670_visual_splice.json
family_a_001671_visual_splice,family_a,8ca725ae9c060798,v2,visual_splice,forged,forged,images/family_a/family_a_001671_visual_splice.png,labels/family_a_001671_visual_splice.json
family_a_001672_genuine,family_a,ba21194bc8d2e166,v1,genuine,genuine,genuine,images/family_a/family_a_001672_genuine.png,labels/family_a_001672_genuine.json
family_a_001673_text_qr_mismatch,family_a,ba21194bc8d2e166,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_001673_text_qr_mismatch.png,labels/family_a_001673_text_qr_mismatch.json
family_a_001674_qr_only_mismatch,family_a,ba21194bc8d2e166,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_001674_qr_only_mismatch.png,labels/family_a_001674_qr_only_mismatch.json
family_a_001675_checksum_invalid,family_a,ba21194bc8d2e166,v1,checksum_invalid,forged,genuine,images/family_a/family_a_001675_checksum_invalid.png,labels/family_a_001675_checksum_invalid.json
family_a_001676_format_invalid,family_a,ba21194bc8d2e166,v1,format_invalid,forged,genuine,images/family_a/family_a_001676_format_invalid.png,labels/family_a_001676_format_invalid.json
family_a_001677_field_missing,family_a,ba21194bc8d2e166,v1,field_missing,forged,genuine,images/family_a/family_a_001677_field_missing.png,labels/family_a_001677_field_missing.json
family_a_001678_fine_grained_edit,family_a,ba21194bc8d2e166,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_001678_fine_grained_edit.png,labels/family_a_001678_fine_grained_edit.json
family_a_001679_coordinated_full_forgery,family_a,ba21194bc8d2e166,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001679_coordinated_full_forgery.png,labels/family_a_001679_coordinated_full_forgery.json
family_a_001680_visual_splice,family_a,ba21194bc8d2e166,v1,visual_splice,forged,forged,images/family_a/family_a_001680_visual_splice.png,labels/family_a_001680_visual_splice.json
family_a_001681_visual_splice,family_a,ba21194bc8d2e166,v1,visual_splice,forged,forged,images/family_a/family_a_001681_visual_splice.png,labels/family_a_001681_visual_splice.json
family_a_001682_visual_splice,family_a,ba21194bc8d2e166,v1,visual_splice,forged,forged,images/family_a/family_a_001682_visual_splice.png,labels/family_a_001682_visual_splice.json
family_a_001716_genuine,family_a,27706f9c79ac2320,v1,genuine,genuine,genuine,images/family_a/family_a_001716_genuine.png,labels/family_a_001716_genuine.json
family_a_001717_text_qr_mismatch,family_a,27706f9c79ac2320,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_001717_text_qr_mismatch.png,labels/family_a_001717_text_qr_mismatch.json
family_a_001718_qr_only_mismatch,family_a,27706f9c79ac2320,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_001718_qr_only_mismatch.png,labels/family_a_001718_qr_only_mismatch.json
family_a_001719_checksum_invalid,family_a,27706f9c79ac2320,v1,checksum_invalid,forged,genuine,images/family_a/family_a_001719_checksum_invalid.png,labels/family_a_001719_checksum_invalid.json
family_a_001720_format_invalid,family_a,27706f9c79ac2320,v1,format_invalid,forged,genuine,images/family_a/family_a_001720_format_invalid.png,labels/family_a_001720_format_invalid.json
family_a_001721_field_missing,family_a,27706f9c79ac2320,v1,field_missing,forged,genuine,images/family_a/family_a_001721_field_missing.png,labels/family_a_001721_field_missing.json
family_a_001722_fine_grained_edit,family_a,27706f9c79ac2320,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_001722_fine_grained_edit.png,labels/family_a_001722_fine_grained_edit.json
family_a_001723_coordinated_full_forgery,family_a,27706f9c79ac2320,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001723_coordinated_full_forgery.png,labels/family_a_001723_coordinated_full_forgery.json
family_a_001724_visual_splice,family_a,27706f9c79ac2320,v1,visual_splice,forged,forged,images/family_a/family_a_001724_visual_splice.png,labels/family_a_001724_visual_splice.json
family_a_001725_visual_splice,family_a,27706f9c79ac2320,v1,visual_splice,forged,forged,images/family_a/family_a_001725_visual_splice.png,labels/family_a_001725_visual_splice.json
family_a_001726_visual_splice,family_a,27706f9c79ac2320,v1,visual_splice,forged,forged,images/family_a/family_a_001726_visual_splice.png,labels/family_a_001726_visual_splice.json
family_a_001727_genuine,family_a,3766756e8e5299e1,v1,genuine,genuine,genuine,images/family_a/family_a_001727_genuine.png,labels/family_a_001727_genuine.json
family_a_001728_text_qr_mismatch,family_a,3766756e8e5299e1,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_001728_text_qr_mismatch.png,labels/family_a_001728_text_qr_mismatch.json
family_a_001729_qr_only_mismatch,family_a,3766756e8e5299e1,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_001729_qr_only_mismatch.png,labels/family_a_001729_qr_only_mismatch.json
family_a_001730_checksum_invalid,family_a,3766756e8e5299e1,v1,checksum_invalid,forged,genuine,images/family_a/family_a_001730_checksum_invalid.png,labels/family_a_001730_checksum_invalid.json
family_a_001731_format_invalid,family_a,3766756e8e5299e1,v1,format_invalid,forged,genuine,images/family_a/family_a_001731_format_invalid.png,labels/family_a_001731_format_invalid.json
family_a_001732_field_missing,family_a,3766756e8e5299e1,v1,field_missing,forged,genuine,images/family_a/family_a_001732_field_missing.png,labels/family_a_001732_field_missing.json
family_a_001733_fine_grained_edit,family_a,3766756e8e5299e1,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_001733_fine_grained_edit.png,labels/family_a_001733_fine_grained_edit.json
family_a_001734_coordinated_full_forgery,family_a,3766756e8e5299e1,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001734_coordinated_full_forgery.png,labels/family_a_001734_coordinated_full_forgery.json
family_a_001735_visual_splice,family_a,3766756e8e5299e1,v1,visual_splice,forged,forged,images/family_a/family_a_001735_visual_splice.png,labels/family_a_001735_visual_splice.json
family_a_001736_visual_splice,family_a,3766756e8e5299e1,v1,visual_splice,forged,forged,images/family_a/family_a_001736_visual_splice.png,labels/family_a_001736_visual_splice.json
family_a_001737_visual_splice,family_a,3766756e8e5299e1,v1,visual_splice,forged,forged,images/family_a/family_a_001737_visual_splice.png,labels/family_a_001737_visual_splice.json
family_a_001738_genuine,family_a,8fb525aa38f6a91e,v2,genuine,genuine,genuine,images/family_a/family_a_001738_genuine.png,labels/family_a_001738_genuine.json
family_a_001739_text_qr_mismatch,family_a,8fb525aa38f6a91e,v2,text_qr_mismatch,forged,genuine,images/family_a/family_a_001739_text_qr_mismatch.png,labels/family_a_001739_text_qr_mismatch.json
family_a_001740_qr_only_mismatch,family_a,8fb525aa38f6a91e,v2,qr_only_mismatch,forged,genuine,images/family_a/family_a_001740_qr_only_mismatch.png,labels/family_a_001740_qr_only_mismatch.json
family_a_001741_checksum_invalid,family_a,8fb525aa38f6a91e,v2,checksum_invalid,forged,genuine,images/family_a/family_a_001741_checksum_invalid.png,labels/family_a_001741_checksum_invalid.json
family_a_001742_format_invalid,family_a,8fb525aa38f6a91e,v2,format_invalid,forged,genuine,images/family_a/family_a_001742_format_invalid.png,labels/family_a_001742_format_invalid.json
family_a_001743_field_missing,family_a,8fb525aa38f6a91e,v2,field_missing,forged,genuine,images/family_a/family_a_001743_field_missing.png,labels/family_a_001743_field_missing.json
family_a_001744_fine_grained_edit,family_a,8fb525aa38f6a91e,v2,fine_grained_edit,forged,genuine,images/family_a/family_a_001744_fine_grained_edit.png,labels/family_a_001744_fine_grained_edit.json
family_a_001745_coordinated_full_forgery,family_a,8fb525aa38f6a91e,v2,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001745_coordinated_full_forgery.png,labels/family_a_001745_coordinated_full_forgery.json
family_a_001746_visual_splice,family_a,8fb525aa38f6a91e,v2,visual_splice,forged,forged,images/family_a/family_a_001746_visual_splice.png,labels/family_a_001746_visual_splice.json
family_a_001747_visual_splice,family_a,8fb525aa38f6a91e,v2,visual_splice,forged,forged,images/family_a/family_a_001747_visual_splice.png,labels/family_a_001747_visual_splice.json
family_a_001748_visual_splice,family_a,8fb525aa38f6a91e,v2,visual_splice,forged,forged,images/family_a/family_a_001748_visual_splice.png,labels/family_a_001748_visual_splice.json
family_a_001760_genuine,family_a,83bed433cef10b9f,v1,genuine,genuine,genuine,images/family_a/family_a_001760_genuine.png,labels/family_a_001760_genuine.json
family_a_001761_text_qr_mismatch,family_a,83bed433cef10b9f,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_001761_text_qr_mismatch.png,labels/family_a_001761_text_qr_mismatch.json
family_a_001762_qr_only_mismatch,family_a,83bed433cef10b9f,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_001762_qr_only_mismatch.png,labels/family_a_001762_qr_only_mismatch.json
family_a_001763_checksum_invalid,family_a,83bed433cef10b9f,v1,checksum_invalid,forged,genuine,images/family_a/family_a_001763_checksum_invalid.png,labels/family_a_001763_checksum_invalid.json
family_a_001764_format_invalid,family_a,83bed433cef10b9f,v1,format_invalid,forged,genuine,images/family_a/family_a_001764_format_invalid.png,labels/family_a_001764_format_invalid.json
family_a_001765_field_missing,family_a,83bed433cef10b9f,v1,field_missing,forged,genuine,images/family_a/family_a_001765_field_missing.png,labels/family_a_001765_field_missing.json
family_a_001766_fine_grained_edit,family_a,83bed433cef10b9f,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_001766_fine_grained_edit.png,labels/family_a_001766_fine_grained_edit.json
family_a_001767_coordinated_full_forgery,family_a,83bed433cef10b9f,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001767_coordinated_full_forgery.png,labels/family_a_001767_coordinated_full_forgery.json
family_a_001768_visual_splice,family_a,83bed433cef10b9f,v1,visual_splice,forged,forged,images/family_a/family_a_001768_visual_splice.png,labels/family_a_001768_visual_splice.json
family_a_001769_visual_splice,family_a,83bed433cef10b9f,v1,visual_splice,forged,forged,images/family_a/family_a_001769_visual_splice.png,labels/family_a_001769_visual_splice.json
family_a_001770_visual_splice,family_a,83bed433cef10b9f,v1,visual_splice,forged,forged,images/family_a/family_a_001770_visual_splice.png,labels/family_a_001770_visual_splice.json
family_a_001771_genuine,family_a,e9b95ec8988f72fa,v2,genuine,genuine,genuine,images/family_a/family_a_001771_genuine.png,labels/family_a_001771_genuine.json
family_a_001772_text_qr_mismatch,family_a,e9b95ec8988f72fa,v2,text_qr_mismatch,forged,genuine,images/family_a/family_a_001772_text_qr_mismatch.png,labels/family_a_001772_text_qr_mismatch.json
family_a_001773_qr_only_mismatch,family_a,e9b95ec8988f72fa,v2,qr_only_mismatch,forged,genuine,images/family_a/family_a_001773_qr_only_mismatch.png,labels/family_a_001773_qr_only_mismatch.json
family_a_001774_checksum_invalid,family_a,e9b95ec8988f72fa,v2,checksum_invalid,forged,genuine,images/family_a/family_a_001774_checksum_invalid.png,labels/family_a_001774_checksum_invalid.json
family_a_001775_format_invalid,family_a,e9b95ec8988f72fa,v2,format_invalid,forged,genuine,images/family_a/family_a_001775_format_invalid.png,labels/family_a_001775_format_invalid.json
family_a_001776_field_missing,family_a,e9b95ec8988f72fa,v2,field_missing,forged,genuine,images/family_a/family_a_001776_field_missing.png,labels/family_a_001776_field_missing.json
family_a_001777_fine_grained_edit,family_a,e9b95ec8988f72fa,v2,fine_grained_edit,forged,genuine,images/family_a/family_a_001777_fine_grained_edit.png,labels/family_a_001777_fine_grained_edit.json
family_a_001778_coordinated_full_forgery,family_a,e9b95ec8988f72fa,v2,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001778_coordinated_full_forgery.png,labels/family_a_001778_coordinated_full_forgery.json
family_a_001779_visual_splice,family_a,e9b95ec8988f72fa,v2,visual_splice,forged,forged,images/family_a/family_a_001779_visual_splice.png,labels/family_a_001779_visual_splice.json
family_a_001780_visual_splice,family_a,e9b95ec8988f72fa,v2,visual_splice,forged,forged,images/family_a/family_a_001780_visual_splice.png,labels/family_a_001780_visual_splice.json
family_a_001781_visual_splice,family_a,e9b95ec8988f72fa,v2,visual_splice,forged,forged,images/family_a/family_a_001781_visual_splice.png,labels/family_a_001781_visual_splice.json
family_a_001793_genuine,family_a,314e4afc719574cc,v1,genuine,genuine,genuine,images/family_a/family_a_001793_genuine.png,labels/family_a_001793_genuine.json
family_a_001794_text_qr_mismatch,family_a,314e4afc719574cc,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_001794_text_qr_mismatch.png,labels/family_a_001794_text_qr_mismatch.json
family_a_001795_qr_only_mismatch,family_a,314e4afc719574cc,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_001795_qr_only_mismatch.png,labels/family_a_001795_qr_only_mismatch.json
family_a_001796_checksum_invalid,family_a,314e4afc719574cc,v1,checksum_invalid,forged,genuine,images/family_a/family_a_001796_checksum_invalid.png,labels/family_a_001796_checksum_invalid.json
family_a_001797_format_invalid,family_a,314e4afc719574cc,v1,format_invalid,forged,genuine,images/family_a/family_a_001797_format_invalid.png,labels/family_a_001797_format_invalid.json
family_a_001798_field_missing,family_a,314e4afc719574cc,v1,field_missing,forged,genuine,images/family_a/family_a_001798_field_missing.png,labels/family_a_001798_field_missing.json
family_a_001799_fine_grained_edit,family_a,314e4afc719574cc,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_001799_fine_grained_edit.png,labels/family_a_001799_fine_grained_edit.json
family_a_001800_coordinated_full_forgery,family_a,314e4afc719574cc,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001800_coordinated_full_forgery.png,labels/family_a_001800_coordinated_full_forgery.json
family_a_001801_visual_splice,family_a,314e4afc719574cc,v1,visual_splice,forged,forged,images/family_a/family_a_001801_visual_splice.png,labels/family_a_001801_visual_splice.json
family_a_001802_visual_splice,family_a,314e4afc719574cc,v1,visual_splice,forged,forged,images/family_a/family_a_001802_visual_splice.png,labels/family_a_001802_visual_splice.json
family_a_001803_visual_splice,family_a,314e4afc719574cc,v1,visual_splice,forged,forged,images/family_a/family_a_001803_visual_splice.png,labels/family_a_001803_visual_splice.json
family_a_001804_genuine,family_a,b82f0803d0c33918,v1,genuine,genuine,genuine,images/family_a/family_a_001804_genuine.png,labels/family_a_001804_genuine.json
family_a_001805_text_qr_mismatch,family_a,b82f0803d0c33918,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_001805_text_qr_mismatch.png,labels/family_a_001805_text_qr_mismatch.json
family_a_001806_qr_only_mismatch,family_a,b82f0803d0c33918,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_001806_qr_only_mismatch.png,labels/family_a_001806_qr_only_mismatch.json
family_a_001807_checksum_invalid,family_a,b82f0803d0c33918,v1,checksum_invalid,forged,genuine,images/family_a/family_a_001807_checksum_invalid.png,labels/family_a_001807_checksum_invalid.json
family_a_001808_format_invalid,family_a,b82f0803d0c33918,v1,format_invalid,forged,genuine,images/family_a/family_a_001808_format_invalid.png,labels/family_a_001808_format_invalid.json
family_a_001809_field_missing,family_a,b82f0803d0c33918,v1,field_missing,forged,genuine,images/family_a/family_a_001809_field_missing.png,labels/family_a_001809_field_missing.json
family_a_001810_fine_grained_edit,family_a,b82f0803d0c33918,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_001810_fine_grained_edit.png,labels/family_a_001810_fine_grained_edit.json
family_a_001811_coordinated_full_forgery,family_a,b82f0803d0c33918,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001811_coordinated_full_forgery.png,labels/family_a_001811_coordinated_full_forgery.json
family_a_001812_visual_splice,family_a,b82f0803d0c33918,v1,visual_splice,forged,forged,images/family_a/family_a_001812_visual_splice.png,labels/family_a_001812_visual_splice.json
family_a_001813_visual_splice,family_a,b82f0803d0c33918,v1,visual_splice,forged,forged,images/family_a/family_a_001813_visual_splice.png,labels/family_a_001813_visual_splice.json
family_a_001814_visual_splice,family_a,b82f0803d0c33918,v1,visual_splice,forged,forged,images/family_a/family_a_001814_visual_splice.png,labels/family_a_001814_visual_splice.json
family_a_001815_genuine,family_a,a24dcdcb22c3095b,v2,genuine,genuine,genuine,images/family_a/family_a_001815_genuine.png,labels/family_a_001815_genuine.json
family_a_001816_text_qr_mismatch,family_a,a24dcdcb22c3095b,v2,text_qr_mismatch,forged,genuine,images/family_a/family_a_001816_text_qr_mismatch.png,labels/family_a_001816_text_qr_mismatch.json
family_a_001817_qr_only_mismatch,family_a,a24dcdcb22c3095b,v2,qr_only_mismatch,forged,genuine,images/family_a/family_a_001817_qr_only_mismatch.png,labels/family_a_001817_qr_only_mismatch.json
family_a_001818_checksum_invalid,family_a,a24dcdcb22c3095b,v2,checksum_invalid,forged,genuine,images/family_a/family_a_001818_checksum_invalid.png,labels/family_a_001818_checksum_invalid.json
family_a_001819_format_invalid,family_a,a24dcdcb22c3095b,v2,format_invalid,forged,genuine,images/family_a/family_a_001819_format_invalid.png,labels/family_a_001819_format_invalid.json
family_a_001820_field_missing,family_a,a24dcdcb22c3095b,v2,field_missing,forged,genuine,images/family_a/family_a_001820_field_missing.png,labels/family_a_001820_field_missing.json
family_a_001821_fine_grained_edit,family_a,a24dcdcb22c3095b,v2,fine_grained_edit,forged,genuine,images/family_a/family_a_001821_fine_grained_edit.png,labels/family_a_001821_fine_grained_edit.json
family_a_001822_coordinated_full_forgery,family_a,a24dcdcb22c3095b,v2,coordinated_full_forgery,forged,genuine,images/family_a/family_a_001822_coordinated_full_forgery.png,labels/family_a_001822_coordinated_full_forgery.json
family_a_001823_visual_splice,family_a,a24dcdcb22c3095b,v2,visual_splice,forged,forged,images/family_a/family_a_001823_visual_splice.png,labels/family_a_001823_visual_splice.json
