id,document_family,record_id,template_variant,tamper_type,final_label,cnn_label,fold,cnn_probability_oof,m3_probability_oof
family_a_002330_visual_splice,family_a,b0c76bc69831028b,v2,visual_splice,forged,forged,2,0.999828,0.992396
family_a_002331_visual_splice,family_a,b0c76bc69831028b,v2,visual_splice,forged,forged,2,0.99998,0.242012
family_a_002332_genuine,family_a,f97a45eada5ee0c9,v2,genuine,genuine,genuine,1,0.001463,0.758115
family_a_002333_text_qr_mismatch,family_a,f97a45eada5ee0c9,v2,text_qr_mismatch,forged,genuine,1,0.018117,0.99201
family_a_002334_qr_only_mismatch,family_a,f97a45eada5ee0c9,v2,qr_only_mismatch,forged,genuine,1,0.001663,0.993449
family_a_002335_checksum_invalid,family_a,f97a45eada5ee0c9,v2,checksum_invalid,forged,genuine,1,0.002009,0.998727
family_a_002336_format_invalid,family_a,f97a45eada5ee0c9,v2,format_invalid,forged,genuine,1,0.000248,0.999691
family_a_002337_field_missing,family_a,f97a45eada5ee0c9,v2,field_missing,forged,genuine,1,6.7e-05,0.965296
family_a_002338_fine_grained_edit,family_a,f97a45eada5ee0c9,v2,fine_grained_edit,forged,genuine,1,0.002583,0.992938
family_a_002339_coordinated_full_forgery,family_a,f97a45eada5ee0c9,v2,coordinated_full_forgery,forged,genuine,1,0.032371,0.241102
family_a_002340_visual_splice,family_a,f97a45eada5ee0c9,v2,visual_splice,forged,forged,1,0.998189,0.758115
family_a_002341_visual_splice,family_a,f97a45eada5ee0c9,v2,visual_splice,forged,forged,1,0.992738,0.758115
family_a_002342_visual_splice,family_a,f97a45eada5ee0c9,v2,visual_splice,forged,forged,1,0.997258,0.758115
family_a_002343_genuine,family_a,f1917532ddb2f142,v1,genuine,genuine,genuine,3,0.241229,0.246238
family_a_002344_text_qr_mismatch,family_a,f1917532ddb2f142,v1,text_qr_mismatch,forged,genuine,3,0.031491,0.946566
family_a_002345_qr_only_mismatch,family_a,f1917532ddb2f142,v1,qr_only_mismatch,forged,genuine,3,0.09901,0.939954
family_a_002346_checksum_invalid,family_a,f1917532ddb2f142,v1,checksum_invalid,forged,genuine,3,0.060502,0.98412
family_a_002347_format_invalid,family_a,f1917532ddb2f142,v1,format_invalid,forged,genuine,3,0.157757,0.992698
family_a_002348_field_missing,family_a,f1917532ddb2f142,v1,field_missing,forged,genuine,3,0.016401,0.85316
family_a_002349_fine_grained_edit,family_a,f1917532ddb2f142,v1,fine_grained_edit,forged,genuine,3,0.076439,0.872952
family_a_002350_coordinated_full_forgery,family_a,f1917532ddb2f142,v1,coordinated_full_forgery,forged,genuine,3,0.020196,0.246238
family_a_002351_visual_splice,family_a,f1917532ddb2f142,v1,visual_splice,forged,forged,3,0.963128,0.998057
family_a_002352_visual_splice,family_a,f1917532ddb2f142,v1,visual_splice,forged,forged,3,0.999893,0.246238
family_a_002353_visual_splice,family_a,f1917532ddb2f142,v1,visual_splice,forged,forged,3,0.999918,0.974873
family_a_002365_genuine,family_a,ea39c699be7ae6b9,v2,genuine,genuine,genuine,4,0.000819,0.246925
family_a_002366_text_qr_mismatch,family_a,ea39c699be7ae6b9,v2,text_qr_mismatch,forged,genuine,4,0.000742,0.962981
family_a_002367_qr_only_mismatch,family_a,ea39c699be7ae6b9,v2,qr_only_mismatch,forged,genuine,4,0.001095,0.962981
family_a_002368_checksum_invalid,family_a,ea39c699be7ae6b9,v2,checksum_invalid,forged,genuine,4,0.000701,0.998483
family_a_002369_format_invalid,family_a,ea39c699be7ae6b9,v2,format_invalid,forged,genuine,4,0.000216,0.99634
family_a_002370_field_missing,family_a,ea39c699be7ae6b9,v2,field_missing,forged,genuine,4,0.000416,0.99107
family_a_002371_fine_grained_edit,family_a,ea39c699be7ae6b9,v2,fine_grained_edit,forged,genuine,4,0.001521,0.892385
family_a_002372_coordinated_full_forgery,family_a,ea39c699be7ae6b9,v2,coordinated_full_forgery,forged,genuine,4,0.007767,0.246925
family_a_002373_visual_splice,family_a,ea39c699be7ae6b9,v2,visual_splice,forged,forged,4,0.999351,0.99107
family_a_002374_visual_splice,family_a,ea39c699be7ae6b9,v2,visual_splice,forged,forged,4,0.002054,0.246925
family_a_002375_visual_splice,family_a,ea39c699be7ae6b9,v2,visual_splice,forged,forged,4,0.999914,0.246925
family_a_002376_genuine,family_a,db3a8200a1c79c6c,v2,genuine,genuine,genuine,4,0.058934,0.246925
family_a_002377_text_qr_mismatch,family_a,db3a8200a1c79c6c,v2,text_qr_mismatch,forged,genuine,4,0.229326,0.998257
family_a_002378_qr_only_mismatch,family_a,db3a8200a1c79c6c,v2,qr_only_mismatch,forged,genuine,4,0.026511,0.962981
family_a_002379_checksum_invalid,family_a,db3a8200a1c79c6c,v2,checksum_invalid,forged,genuine,4,0.197185,0.998483
family_a_002380_format_invalid,family_a,db3a8200a1c79c6c,v2,format_invalid,forged,genuine,4,0.003309,0.999195
family_a_002381_field_missing,family_a,db3a8200a1c79c6c,v2,field_missing,forged,genuine,4,0.005528,0.839414
family_a_002382_fine_grained_edit,family_a,db3a8200a1c79c6c,v2,fine_grained_edit,forged,genuine,4,0.048145,0.962981
family_a_002383_coordinated_full_forgery,family_a,db3a8200a1c79c6c,v2,coordinated_full_forgery,forged,genuine,4,0.034036,0.246925
family_a_002384_visual_splice,family_a,db3a8200a1c79c6c,v2,visual_splice,forged,forged,4,0.99975,0.998257
family_a_002385_visual_splice,family_a,db3a8200a1c79c6c,v2,visual_splice,forged,forged,4,0.999853,0.246925
family_a_002386_visual_splice,family_a,db3a8200a1c79c6c,v2,visual_splice,forged,forged,4,0.999875,0.246925
family_a_002387_genuine,family_a,6f0ee68e7ba88fc9,v1,genuine,genuine,genuine,0,0.019693,0.242722
family_a_002388_text_qr_mismatch,family_a,6f0ee68e7ba88fc9,v1,text_qr_mismatch,forged,genuine,0,0.079842,0.992376
family_a_002389_qr_only_mismatch,family_a,6f0ee68e7ba88fc9,v1,qr_only_mismatch,forged,genuine,0,0.019509,0.397579
family_a_002390_checksum_invalid,family_a,6f0ee68e7ba88fc9,v1,checksum_invalid,forged,genuine,0,0.017321,0.999344
family_a_002391_format_invalid,family_a,6f0ee68e7ba88fc9,v1,format_invalid,forged,genuine,0,0.003747,0.992224
family_a_002392_field_missing,family_a,6f0ee68e7ba88fc9,v1,field_missing,forged,genuine,0,0.000922,0.888987
family_a_002393_fine_grained_edit,family_a,6f0ee68e7ba88fc9,v1,fine_grained_edit,forged,genuine,0,0.016478,0.945099
family_a_002394_coordinated_full_forgery,family_a,6f0ee68e7ba88fc9,v1,coordinated_full_forgery,forged,genuine,0,0.020394,0.242722
family_a_002395_visual_splice,family_a,6f0ee68e7ba88fc9,v1,visual_splice,forged,forged,0,0.997732,0.330457
family_a_002396_visual_splice,family_a,6f0ee68e7ba88fc9,v1,visual_splice,forged,forged,0,0.999861,0.242722
family_a_002397_visual_splice,family_a,6f0ee68e7ba88fc9,v1,visual_splice,forged,forged,0,0.633386,0.242722
family_a_002409_genuine,family_a,d330e875a791e264,v2,genuine,genuine,genuine,4,0.00054,0.246925
family_a_002410_text_qr_mismatch,family_a,d330e875a791e264,v2,text_qr_mismatch,forged,genuine,4,0.001679,0.962981
family_a_002411_qr_only_mismatch,family_a,d330e875a791e264,v2,qr_only_mismatch,forged,genuine,4,0.0011,0.962981
family_a_002412_checksum_invalid,family_a,d330e875a791e264,v2,checksum_invalid,forged,genuine,4,0.002204,0.998483
family_a_002413_format_invalid,family_a,d330e875a791e264,v2,format_invalid,forged,genuine,4,0.000424,0.999195
family_a_002414_field_missing,family_a,d330e875a791e264,v2,field_missing,forged,genuine,4,0.000436,0.839414
family_a_002415_fine_grained_edit,family_a,d330e875a791e264,v2,fine_grained_edit,forged,genuine,4,0.000987,0.962981
family_a_002416_coordinated_full_forgery,family_a,d330e875a791e264,v2,coordinated_full_forgery,forged,genuine,4,0.013008,0.246925
family_a_002417_visual_splice,family_a,d330e875a791e264,v2,visual_splice,forged,forged,4,0.99982,0.998257
family_a_002418_visual_splice,family_a,d330e875a791e264,v2,visual_splice,forged,forged,4,0.346647,0.246925
family_a_002419_visual_splice,family_a,d330e875a791e264,v2,visual_splice,forged,forged,4,0.998136,0.246925
family_a_002431_genuine,family_a,27a45ae6b7142600,v2,genuine,genuine,genuine,4,0.71819,0.246925
family_a_002432_text_qr_mismatch,family_a,27a45ae6b7142600,v2,text_qr_mismatch,forged,genuine,4,0.808777,0.983739
family_a_002433_qr_only_mismatch,family_a,27a45ae6b7142600,v2,qr_only_mismatch,forged,genuine,4,0.893973,0.950717
family_a_002434_checksum_invalid,family_a,27a45ae6b7142600,v2,checksum_invalid,forged,genuine,4,0.456431,0.998483
family_a_002435_format_invalid,family_a,27a45ae6b7142600,v2,format_invalid,forged,genuine,4,0.024532,0.999195
family_a_002436_field_missing,family_a,27a45ae6b7142600,v2,field_missing,forged,genuine,4,0.062145,0.992097
family_a_002437_fine_grained_edit,family_a,27a45ae6b7142600,v2,fine_grained_edit,forged,genuine,4,0.278426,0.979976
family_a_002438_coordinated_full_forgery,family_a,27a45ae6b7142600,v2,coordinated_full_forgery,forged,genuine,4,0.036072,0.393823
family_a_002439_visual_splice,family_a,27a45ae6b7142600,v2,visual_splice,forged,forged,4,0.99993,0.977398
family_a_002440_visual_splice,family_a,27a45ae6b7142600,v2,visual_splice,forged,forged,4,0.998906,0.992809
family_a_002441_visual_splice,family_a,27a45ae6b7142600,v2,visual_splice,forged,forged,4,0.999972,0.99107
family_a_002442_genuine,family_a,bd944f9a42dab105,v1,genuine,genuine,genuine,1,0.051248,0.241102
family_a_002443_text_qr_mismatch,family_a,bd944f9a42dab105,v1,text_qr_mismatch,forged,genuine,1,0.023891,0.989609
family_a_002444_qr_only_mismatch,family_a,bd944f9a42dab105,v1,qr_only_mismatch,forged,genuine,1,0.012311,0.982764
family_a_002445_checksum_invalid,family_a,bd944f9a42dab105,v1,checksum_invalid,forged,genuine,1,0.050524,0.998727
family_a_002446_format_invalid,family_a,bd944f9a42dab105,v1,format_invalid,forged,genuine,1,0.000584,0.999691
family_a_002447_field_missing,family_a,bd944f9a42dab105,v1,field_missing,forged,genuine,1,0.001109,0.905775
family_a_002448_fine_grained_edit,family_a,bd944f9a42dab105,v1,fine_grained_edit,forged,genuine,1,0.019661,0.989609
family_a_002449_coordinated_full_forgery,family_a,bd944f9a42dab105,v1,coordinated_full_forgery,forged,genuine,1,0.003022,0.241102
family_a_002450_visual_splice,family_a,bd944f9a42dab105,v1,visual_splice,forged,forged,1,0.041819,0.241102
family_a_002451_visual_splice,family_a,bd944f9a42dab105,v1,visual_splice,forged,forged,1,0.999332,0.241102
family_a_002452_visual_splice,family_a,bd944f9a42dab105,v1,visual_splice,forged,forged,1,0.999468,0.241102
family_a_002453_genuine,family_a,60ad394537259c8b,v1,genuine,genuine,genuine,4,0.108496,0.246925
family_a_002454_text_qr_mismatch,family_a,60ad394537259c8b,v1,text_qr_mismatch,forged,genuine,4,0.147842,0.962981
family_a_002455_qr_only_mismatch,family_a,60ad394537259c8b,v1,qr_only_mismatch,forged,genuine,4,0.131168,0.962981
family_a_002456_checksum_invalid,family_a,60ad394537259c8b,v1,checksum_invalid,forged,genuine,4,0.212906,0.998483
family_a_002457_format_invalid,family_a,60ad394537259c8b,v1,format_invalid,forged,genuine,4,0.005194,0.999195
family_a_002458_field_missing,family_a,60ad394537259c8b,v1,field_missing,forged,genuine,4,0.024284,0.99107
family_a_002459_fine_grained_edit,family_a,60ad394537259c8b,v1,fine_grained_edit,forged,genuine,4,0.050572,0.892385
family_a_002460_coordinated_full_forgery,family_a,60ad394537259c8b,v1,coordinated_full_forgery,forged,genuine,4,0.016003,0.246925
family_a_002461_visual_splice,family_a,60ad394537259c8b,v1,visual_splice,forged,forged,4,0.103202,0.246925
family_a_002462_visual_splice,family_a,60ad394537259c8b,v1,visual_splice,forged,forged,4,0.999952,0.998257
family_a_002463_visual_splice,family_a,60ad394537259c8b,v1,visual_splice,forged,forged,4,0.999946,0.992809
family_a_002464_genuine,family_a,0826212217894163,v1,genuine,genuine,genuine,4,0.244645,0.246925
family_a_002465_text_qr_mismatch,family_a,0826212217894163,v1,text_qr_mismatch,forged,genuine,4,0.038287,0.983739
family_a_002466_qr_only_mismatch,family_a,0826212217894163,v1,qr_only_mismatch,forged,genuine,4,0.14176,0.962981
family_a_002467_checksum_invalid,family_a,0826212217894163,v1,checksum_invalid,forged,genuine,4,0.095518,0.998483
family_a_002468_format_invalid,family_a,0826212217894163,v1,format_invalid,forged,genuine,4,0.00772,0.99634
family_a_002469_field_missing,family_a,0826212217894163,v1,field_missing,forged,genuine,4,0.019514,0.839414
family_a_002470_fine_grained_edit,family_a,0826212217894163,v1,fine_grained_edit,forged,genuine,4,0.529148,0.892385
family_a_002471_coordinated_full_forgery,family_a,0826212217894163,v1,coordinated_full_forgery,forged,genuine,4,0.006256,0.246925
family_a_002472_visual_splice,family_a,0826212217894163,v1,visual_splice,forged,forged,4,0.999979,0.983739
family_a_002473_visual_splice,family_a,0826212217894163,v1,visual_splice,forged,forged,4,0.887196,0.246925
family_a_002474_visual_splice,family_a,0826212217894163,v1,visual_splice,forged,forged,4,0.999862,0.998257
family_a_002497_genuine,family_a,63f5d06eb8a1b129,v2,genuine,genuine,genuine,3,0.681609,0.246238
family_a_002498_text_qr_mismatch,family_a,63f5d06eb8a1b129,v2,text_qr_mismatch,forged,genuine,3,0.587132,0.946566
family_a_002499_qr_only_mismatch,family_a,63f5d06eb8a1b129,v2,qr_only_mismatch,forged,genuine,3,0.66706,0.998057
family_a_002500_checksum_invalid,family_a,63f5d06eb8a1b129,v2,checksum_invalid,forged,genuine,3,0.674126,0.98412
family_a_002501_format_invalid,family_a,63f5d06eb8a1b129,v2,format_invalid,forged,genuine,3,0.164953,0.991894
family_a_002502_field_missing,family_a,63f5d06eb8a1b129,v2,field_missing,forged,genuine,3,0.026737,0.984334
family_a_002503_fine_grained_edit,family_a,63f5d06eb8a1b129,v2,fine_grained_edit,forged,genuine,3,0.718997,0.939954
family_a_002504_coordinated_full_forgery,family_a,63f5d06eb8a1b129,v2,coordinated_full_forgery,forged,genuine,3,0.023578,0.246238
family_a_002505_visual_splice,family_a,63f5d06eb8a1b129,v2,visual_splice,forged,forged,3,0.999988,0.246238
family_a_002506_visual_splice,family_a,63f5d06eb8a1b129,v2,visual_splice,forged,forged,3,0.999992,0.246238
family_a_002507_visual_splice,family_a,63f5d06eb8a1b129,v2,visual_splice,forged,forged,3,0.999267,0.246238
family_a_002508_genuine,family_a,ac2940155409f4b3,v1,genuine,genuine,genuine,1,0.250123,0.241102
family_a_002509_text_qr_mismatch,family_a,ac2940155409f4b3,v1,text_qr_mismatch,forged,genuine,1,0.269865,0.982764
family_a_002510_qr_only_mismatch,family_a,ac2940155409f4b3,v1,qr_only_mismatch,forged,genuine,1,0.206379,0.949216
family_a_002511_checksum_invalid,family_a,ac2940155409f4b3,v1,checksum_invalid,forged,genuine,1,0.352266,0.998727
family_a_002512_format_invalid,family_a,ac2940155409f4b3,v1,format_invalid,forged,genuine,1,0.019796,0.999691
family_a_002513_field_missing,family_a,ac2940155409f4b3,v1,field_missing,forged,genuine,1,0.005905,0.991134
family_a_002514_fine_grained_edit,family_a,ac2940155409f4b3,v1,fine_grained_edit,forged,genuine,1,0.38291,0.971828
family_a_002515_coordinated_full_forgery,family_a,ac2940155409f4b3,v1,coordinated_full_forgery,forged,genuine,1,0.091974,0.241102
family_a_002516_visual_splice,family_a,ac2940155409f4b3,v1,visual_splice,forged,forged,1,0.999769,0.241102
family_a_002517_visual_splice,family_a,ac2940155409f4b3,v1,visual_splice,forged,forged,1,0.999857,0.241102
family_a_002518_visual_splice,family_a,ac2940155409f4b3,v1,visual_splice,forged,forged,1,0.999897,0.241102
family_a_002519_genuine,family_a,6063d0067bcaf5f0,v2,genuine,genuine,genuine,0,0.001357,0.242722
family_a_002520_text_qr_mismatch,family_a,6063d0067bcaf5f0,v2,text_qr_mismatch,forged,genuine,0,0.001005,0.981938
family_a_002521_qr_only_mismatch,family_a,6063d0067bcaf5f0,v2,qr_only_mismatch,forged,genuine,0,0.002138,0.981938
family_a_002522_checksum_invalid,family_a,6063d0067bcaf5f0,v2,checksum_invalid,forged,genuine,0,0.001985,0.999344
family_a_002523_format_invalid,family_a,6063d0067bcaf5f0,v2,format_invalid,forged,genuine,0,0.000114,0.992944
family_a_002524_field_missing,family_a,6063d0067bcaf5f0,v2,field_missing,forged,genuine,0,0.000481,0.98427
family_a_002525_fine_grained_edit,family_a,6063d0067bcaf5f0,v2,fine_grained_edit,forged,genuine,0,0.001102,0.981938
family_a_002526_coordinated_full_forgery,family_a,6063d0067bcaf5f0,v2,coordinated_full_forgery,forged,genuine,0,0.011309,0.242722
family_a_002527_visual_splice,family_a,6063d0067bcaf5f0,v2,visual_splice,forged,forged,0,0.143616,0.961375
family_a_002528_visual_splice,family_a,6063d0067bcaf5f0,v2,visual_splice,forged,forged,0,0.999765,0.242722
family_a_002529_visual_splice,family_a,6063d0067bcaf5f0,v2,visual_splice,forged,forged,0,0.999171,0.242722
family_a_002530_genuine,family_a,cfb2ba1779a7200b,v1,genuine,genuine,genuine,3,0.032176,0.246238
family_a_002531_text_qr_mismatch,family_a,cfb2ba1779a7200b,v1,text_qr_mismatch,forged,genuine,3,0.152883,0.939954
family_a_002532_qr_only_mismatch,family_a,cfb2ba1779a7200b,v1,qr_only_mismatch,forged,genuine,3,0.08517,0.939954
family_a_002533_checksum_invalid,family_a,cfb2ba1779a7200b,v1,checksum_invalid,forged,genuine,3,0.057951,0.98412
family_a_002534_format_invalid,family_a,cfb2ba1779a7200b,v1,format_invalid,forged,genuine,3,0.002113,0.992698
family_a_002535_field_missing,family_a,cfb2ba1779a7200b,v1,field_missing,forged,genuine,3,0.008734,0.983415
family_a_002536_fine_grained_edit,family_a,cfb2ba1779a7200b,v1,fine_grained_edit,forged,genuine,3,0.059232,0.974873
family_a_002537_coordinated_full_forgery,family_a,cfb2ba1779a7200b,v1,coordinated_full_forgery,forged,genuine,3,0.003027,0.246238
family_a_002538_visual_splice,family_a,cfb2ba1779a7200b,v1,visual_splice,forged,forged,3,0.999947,0.246238
family_a_002539_visual_splice,family_a,cfb2ba1779a7200b,v1,visual_splice,forged,forged,3,0.999283,0.823384
family_a_002540_visual_splice,family_a,cfb2ba1779a7200b,v1,visual_splice,forged,forged,3,0.999951,0.246238
family_a_002574_genuine,family_a,cddc564199084d55,v2,genuine,genuine,genuine,3,0.051038,0.246238
family_a_002575_text_qr_mismatch,family_a,cddc564199084d55,v2,text_qr_mismatch,forged,genuine,3,0.059153,0.946566
family_a_002576_qr_only_mismatch,family_a,cddc564199084d55,v2,qr_only_mismatch,forged,genuine,3,0.076412,0.939954
family_a_002577_checksum_invalid,family_a,cddc564199084d55,v2,checksum_invalid,forged,genuine,3,0.081363,0.98412
family_a_002578_format_invalid,family_a,cddc564199084d55,v2,format_invalid,forged,genuine,3,0.005022,0.991894
family_a_002579_field_missing,family_a,cddc564199084d55,v2,field_missing,forged,genuine,3,0.004095,0.984334
family_a_002580_fine_grained_edit,family_a,cddc564199084d55,v2,fine_grained_edit,forged,genuine,3,0.054597,0.872952
family_a_002581_coordinated_full_forgery,family_a,cddc564199084d55,v2,coordinated_full_forgery,forged,genuine,3,0.001886,0.246238
family_a_002582_visual_splice,family_a,cddc564199084d55,v2,visual_splice,forged,forged,3,0.995457,0.246238
family_a_002583_visual_splice,family_a,cddc564199084d55,v2,visual_splice,forged,forged,3,0.999453,0.246238
family_a_002584_visual_splice,family_a,cddc564199084d55,v2,visual_splice,forged,forged,3,0.999856,0.246238
family_a_002596_genuine,family_a,8bf4bb2e5343fa02,v2,genuine,genuine,genuine,1,0.001976,0.400293
family_a_002597_text_qr_mismatch,family_a,8bf4bb2e5343fa02,v2,text_qr_mismatch,forged,genuine,1,0.001145,0.400293
family_a_002598_qr_only_mismatch,family_a,8bf4bb2e5343fa02,v2,qr_only_mismatch,forged,genuine,1,0.006734,0.989609
family_a_002599_checksum_invalid,family_a,8bf4bb2e5343fa02,v2,checksum_invalid,forged,genuine,1,0.005592,0.998727
family_a_002600_format_invalid,family_a,8bf4bb2e5343fa02,v2,format_invalid,forged,genuine,1,0.000214,0.96095
family_a_002601_field_missing,family_a,8bf4bb2e5343fa02,v2,field_missing,forged,genuine,1,0.000672,0.986946
family_a_002602_fine_grained_edit,family_a,8bf4bb2e5343fa02,v2,fine_grained_edit,forged,genuine,1,0.000536,0.400293
family_a_002603_coordinated_full_forgery,family_a,8bf4bb2e5343fa02,v2,coordinated_full_forgery,forged,genuine,1,0.006686,0.241102
family_a_002604_visual_splice,family_a,8bf4bb2e5343fa02,v2,visual_splice,forged,forged,1,0.999637,0.241102
family_a_002605_visual_splice,family_a,8bf4bb2e5343fa02,v2,visual_splice,forged,forged,1,0.994893,0.400293
family_a_002606_visual_splice,family_a,8bf4bb2e5343fa02,v2,visual_splice,forged,forged,1,0.998866,0.241102
family_a_002607_genuine,family_a,ca57033497f8b27d,v2,genuine,genuine,genuine,0,0.006616,0.242722
family_a_002608_text_qr_mismatch,family_a,ca57033497f8b27d,v2,text_qr_mismatch,forged,genuine,0,0.007048,0.981938
family_a_002609_qr_only_mismatch,family_a,ca57033497f8b27d,v2,qr_only_mismatch,forged,genuine,0,0.009557,0.976678
family_a_002610_checksum_invalid,family_a,ca57033497f8b27d,v2,checksum_invalid,forged,genuine,0,0.012066,0.999344
family_a_002611_format_invalid,family_a,ca57033497f8b27d,v2,format_invalid,forged,genuine,0,0.002518,0.992944
family_a_002612_field_missing,family_a,ca57033497f8b27d,v2,field_missing,forged,genuine,0,0.001153,0.98427
family_a_002613_fine_grained_edit,family_a,ca57033497f8b27d,v2,fine_grained_edit,forged,genuine,0,0.005551,0.981938
family_a_002614_coordinated_full_forgery,family_a,ca57033497f8b27d,v2,coordinated_full_forgery,forged,genuine,0,0.012306,0.242722
family_a_002615_visual_splice,family_a,ca57033497f8b27d,v2,visual_splice,forged,forged,0,0.023349,0.242722
family_a_002616_visual_splice,family_a,ca57033497f8b27d,v2,visual_splice,forged,forged,0,0.985316,0.242722
family_a_002617_visual_splice,family_a,ca57033497f8b27d,v2,visual_splice,forged,forged,0,0.998942,0.242722
family_a_002618_genuine,family_a,2ca7f91d46e3bd27,v2,genuine,genuine,genuine,0,0.034659,0.242722
family_a_002619_text_qr_mismatch,family_a,2ca7f91d46e3bd27,v2,text_qr_mismatch,forged,genuine,0,0.018368,0.981938
family_a_002620_qr_only_mismatch,family_a,2ca7f91d46e3bd27,v2,qr_only_mismatch,forged,genuine,0,0.009155,0.976678
family_a_002621_checksum_invalid,family_a,2ca7f91d46e3bd27,v2,checksum_invalid,forged,genuine,0,0.002513,0.999344
family_a_002622_format_invalid,family_a,2ca7f91d46e3bd27,v2,format_invalid,forged,genuine,0,0.005204,0.992944
family_a_002623_field_missing,family_a,2ca7f91d46e3bd27,v2,field_missing,forged,genuine,0,0.000761,0.98427
family_a_002624_fine_grained_edit,family_a,2ca7f91d46e3bd27,v2,fine_grained_edit,forged,genuine,0,0.012563,0.945099
family_a_002625_coordinated_full_forgery,family_a,2ca7f91d46e3bd27,v2,coordinated_full_forgery,forged,genuine,0,0.003482,0.242722
family_a_002626_visual_splice,family_a,2ca7f91d46e3bd27,v2,visual_splice,forged,forged,0,0.241228,0.242722
family_a_002627_visual_splice,family_a,2ca7f91d46e3bd27,v2,visual_splice,forged,forged,0,0.99965,0.242722
family_a_002628_visual_splice,family_a,2ca7f91d46e3bd27,v2,visual_splice,forged,forged,0,0.999858,0.961361
family_a_002640_genuine,family_a,729856d3f61d3ff6,v1,genuine,genuine,genuine,1,0.000119,0.241102
family_a_002641_text_qr_mismatch,family_a,729856d3f61d3ff6,v1,text_qr_mismatch,forged,genuine,1,0.000378,0.99201
family_a_002642_qr_only_mismatch,family_a,729856d3f61d3ff6,v1,qr_only_mismatch,forged,genuine,1,0.00011,0.982764
family_a_002643_checksum_invalid,family_a,729856d3f61d3ff6,v1,checksum_invalid,forged,genuine,1,0.000313,0.998727
family_a_002644_format_invalid,family_a,729856d3f61d3ff6,v1,format_invalid,forged,genuine,1,6.8e-05,0.999691
family_a_002645_field_missing,family_a,729856d3f61d3ff6,v1,field_missing,forged,genuine,1,0.000143,0.991134
family_a_002646_fine_grained_edit,family_a,729856d3f61d3ff6,v1,fine_grained_edit,forged,genuine,1,0.000305,0.853059
family_a_002647_coordinated_full_forgery,family_a,729856d3f61d3ff6,v1,coordinated_full_forgery,forged,genuine,1,0.058715,0.241102
family_a_002648_visual_splice,family_a,729856d3f61d3ff6,v1,visual_splice,forged,forged,1,0.999109,0.980031
family_a_002649_visual_splice,family_a,729856d3f61d3ff6,v1,visual_splice,forged,forged,1,0.995121,0.241102
family_a_002650_visual_splice,family_a,729856d3f61d3ff6,v1,visual_splice,forged,forged,1,0.99987,0.982764
family_a_002662_genuine,family_a,c5e386ab33f45784,v1,genuine,genuine,genuine,1,0.006536,0.241102
family_a_002663_text_qr_mismatch,family_a,c5e386ab33f45784,v1,text_qr_mismatch,forged,genuine,1,0.00778,0.949216
family_a_002664_qr_only_mismatch,family_a,c5e386ab33f45784,v1,qr_only_mismatch,forged,genuine,1,0.008816,0.400293
family_a_002665_checksum_invalid,family_a,c5e386ab33f45784,v1,checksum_invalid,forged,genuine,1,0.025655,0.998727
family_a_002666_format_invalid,family_a,c5e386ab33f45784,v1,format_invalid,forged,genuine,1,0.000318,0.999691
family_a_002667_field_missing,family_a,c5e386ab33f45784,v1,field_missing,forged,genuine,1,0.002054,0.991134
family_a_002668_fine_grained_edit,family_a,c5e386ab33f45784,v1,fine_grained_edit,forged,genuine,1,0.000567,0.989609
family_a_002669_coordinated_full_forgery,family_a,c5e386ab33f45784,v1,coordinated_full_forgery,forged,genuine,1,0.011614,0.241102
family_a_002670_visual_splice,family_a,c5e386ab33f45784,v1,visual_splice,forged,forged,1,0.390438,0.99201
family_a_002671_visual_splice,family_a,c5e386ab33f45784,v1,visual_splice,forged,forged,1,0.997622,0.241102
family_a_002672_visual_splice,family_a,c5e386ab33f45784,v1,visual_splice,forged,forged,1,0.999237,0.987579
family_a_002684_genuine,family_a,b1d4e2e9700700aa,v2,genuine,genuine,genuine,3,0.002213,0.246238
family_a_002685_text_qr_mismatch,family_a,b1d4e2e9700700aa,v2,text_qr_mismatch,forged,genuine,3,0.004063,0.998057
family_a_002686_qr_only_mismatch,family_a,b1d4e2e9700700aa,v2,qr_only_mismatch,forged,genuine,3,0.007552,0.998057
family_a_002687_checksum_invalid,family_a,b1d4e2e9700700aa,v2,checksum_invalid,forged,genuine,3,0.002152,0.98412
family_a_002688_format_invalid,family_a,b1d4e2e9700700aa,v2,format_invalid,forged,genuine,3,0.000119,0.991894
family_a_002689_field_missing,family_a,b1d4e2e9700700aa,v2,field_missing,forged,genuine,3,0.000705,0.986975
family_a_002690_fine_grained_edit,family_a,b1d4e2e9700700aa,v2,fine_grained_edit,forged,genuine,3,0.006097,0.974873
family_a_002691_coordinated_full_forgery,family_a,b1d4e2e9700700aa,v2,coordinated_full_forgery,forged,genuine,3,0.176968,0.246238
family_a_002692_visual_splice,family_a,b1d4e2e9700700aa,v2,visual_splice,forged,forged,3,0.999698,0.246238
family_a_002693_visual_splice,family_a,b1d4e2e9700700aa,v2,visual_splice,forged,forged,3,0.999516,0.246238
family_a_002694_visual_splice,family_a,b1d4e2e9700700aa,v2,visual_splice,forged,forged,3,0.9996,0.246238
family_a_002706_genuine,family_a,1d1a4e78fea05dd2,v1,genuine,genuine,genuine,0,0.006532,0.242722
family_a_002707_text_qr_mismatch,family_a,1d1a4e78fea05dd2,v1,text_qr_mismatch,forged,genuine,0,0.003505,0.981938
