id,record_id,document_family,tamper_type,final_label,target,cnn_probability,cnn_prediction,m3_probability,m3_calibrated_probability,oof_fold,image_path
family_a_000985_fine_grained_edit,bb1acac0c0a00206,0.0,fine_grained_edit,forged,1,0.015032218769192696,0,0.967758,0.994781,2,images/family_a/family_a_000985_fine_grained_edit.png
family_a_000986_coordinated_full_forgery,bb1acac0c0a00206,0.0,coordinated_full_forgery,forged,1,0.027332033962011337,0,0.242431,0.754239,2,images/family_a/family_a_000986_coordinated_full_forgery.png
family_a_000987_visual_splice,bb1acac0c0a00206,0.0,visual_splice,forged,1,0.9998613595962524,1,0.242431,0.754239,2,images/family_a/family_a_000987_visual_splice.png
family_a_000988_visual_splice,bb1acac0c0a00206,0.0,visual_splice,forged,1,0.9991981387138367,1,0.242431,0.754239,2,images/family_a/family_a_000988_visual_splice.png
family_a_000989_visual_splice,bb1acac0c0a00206,0.0,visual_splice,forged,1,0.9999724626541138,1,0.242431,0.754239,2,images/family_a/family_a_000989_visual_splice.png
family_a_001012_genuine,6df4fa39c66549e3,0.0,genuine,genuine,0,0.0072128502652049065,0,0.242431,0.754239,1,images/family_a/family_a_001012_genuine.png
family_a_001013_text_qr_mismatch,6df4fa39c66549e3,0.0,text_qr_mismatch,forged,1,0.004879819694906473,0,0.98952,0.994604,1,images/family_a/family_a_001013_text_qr_mismatch.png
family_a_001014_qr_only_mismatch,6df4fa39c66549e3,0.0,qr_only_mismatch,forged,1,0.012736412696540356,0,0.970044,0.994919,1,images/family_a/family_a_001014_qr_only_mismatch.png
family_a_001015_checksum_invalid,6df4fa39c66549e3,0.0,checksum_invalid,forged,1,0.006622343324124813,0,0.998487,0.995253,1,images/family_a/family_a_001015_checksum_invalid.png
family_a_001016_format_invalid,6df4fa39c66549e3,0.0,format_invalid,forged,1,0.0005361749208532274,0,0.999657,0.995223,1,images/family_a/family_a_001016_format_invalid.png
family_a_001017_field_missing,6df4fa39c66549e3,0.0,field_missing,forged,1,0.0003159618063364178,0,0.986605,0.995082,1,images/family_a/family_a_001017_field_missing.png
family_a_001018_fine_grained_edit,6df4fa39c66549e3,0.0,fine_grained_edit,forged,1,0.004517821129411459,0,0.911977,0.99291,1,images/family_a/family_a_001018_fine_grained_edit.png
family_a_001019_coordinated_full_forgery,6df4fa39c66549e3,0.0,coordinated_full_forgery,forged,1,0.0002721055643633008,0,0.242431,0.754239,1,images/family_a/family_a_001019_coordinated_full_forgery.png
family_a_001020_visual_splice,6df4fa39c66549e3,0.0,visual_splice,forged,1,0.9996355772018433,1,0.242431,0.754239,1,images/family_a/family_a_001020_visual_splice.png
family_a_001021_visual_splice,6df4fa39c66549e3,0.0,visual_splice,forged,1,0.9999932050704956,1,0.789392,0.985734,1,images/family_a/family_a_001021_visual_splice.png
family_a_001022_visual_splice,6df4fa39c66549e3,0.0,visual_splice,forged,1,0.999419093132019,1,0.242431,0.754239,1,images/family_a/family_a_001022_visual_splice.png
family_a_001023_genuine,57e295cd89ae6271,0.0,genuine,genuine,0,0.0012350742472335696,0,0.242431,0.754239,0,images/family_a/family_a_001023_genuine.png
family_a_001024_text_qr_mismatch,57e295cd89ae6271,0.0,text_qr_mismatch,forged,1,0.002099271398037672,0,0.999735,0.995247,0,images/family_a/family_a_001024_text_qr_mismatch.png
family_a_001025_qr_only_mismatch,57e295cd89ae6271,0.0,qr_only_mismatch,forged,1,0.0009299769881181419,0,0.403446,0.884797,0,images/family_a/family_a_001025_qr_only_mismatch.png
family_a_001026_checksum_invalid,57e295cd89ae6271,0.0,checksum_invalid,forged,1,0.005475113168358803,0,0.998487,0.995253,0,images/family_a/family_a_001026_checksum_invalid.png
family_a_001027_format_invalid,57e295cd89ae6271,0.0,format_invalid,forged,1,6.490742089226842e-05,0,0.992128,0.995184,0,images/family_a/family_a_001027_format_invalid.png
family_a_001028_field_missing,57e295cd89ae6271,0.0,field_missing,forged,1,0.0002845700364559889,0,0.991713,0.995107,0,images/family_a/family_a_001028_field_missing.png
family_a_001029_fine_grained_edit,57e295cd89ae6271,0.0,fine_grained_edit,forged,1,0.00017853632743936032,0,0.98952,0.994604,0,images/family_a/family_a_001029_fine_grained_edit.png
family_a_001030_coordinated_full_forgery,57e295cd89ae6271,0.0,coordinated_full_forgery,forged,1,0.01830850914120674,0,0.242431,0.754239,0,images/family_a/family_a_001030_coordinated_full_forgery.png
family_a_001031_visual_splice,57e295cd89ae6271,0.0,visual_splice,forged,1,0.9996311664581299,1,0.242431,0.754239,0,images/family_a/family_a_001031_visual_splice.png
family_a_001032_visual_splice,57e295cd89ae6271,0.0,visual_splice,forged,1,0.9977625608444214,1,0.242431,0.754239,0,images/family_a/family_a_001032_visual_splice.png
family_a_001033_visual_splice,57e295cd89ae6271,0.0,visual_splice,forged,1,0.9983507394790649,1,0.242431,0.754239,0,images/family_a/family_a_001033_visual_splice.png
family_a_001034_genuine,99c104c375576130,0.0,genuine,genuine,0,0.00036754171014763415,0,0.242431,0.754239,0,images/family_a/family_a_001034_genuine.png
family_a_001035_text_qr_mismatch,99c104c375576130,0.0,text_qr_mismatch,forged,1,0.002198704518377781,0,0.95527,0.994138,0,images/family_a/family_a_001035_text_qr_mismatch.png
family_a_001036_qr_only_mismatch,99c104c375576130,0.0,qr_only_mismatch,forged,1,0.00015285867266356945,0,0.95527,0.994138,0,images/family_a/family_a_001036_qr_only_mismatch.png
family_a_001037_checksum_invalid,99c104c375576130,0.0,checksum_invalid,forged,1,0.0002323804219486192,0,0.998487,0.995253,0,images/family_a/family_a_001037_checksum_invalid.png
family_a_001038_format_invalid,99c104c375576130,0.0,format_invalid,forged,1,7.442210062436061e-06,0,0.992128,0.995184,0,images/family_a/family_a_001038_format_invalid.png
family_a_001039_field_missing,99c104c375576130,0.0,field_missing,forged,1,5.301472629071213e-05,0,0.889257,0.991373,0,images/family_a/family_a_001039_field_missing.png
family_a_001040_fine_grained_edit,99c104c375576130,0.0,fine_grained_edit,forged,1,0.0008409746806137264,0,0.98952,0.994604,0,images/family_a/family_a_001040_fine_grained_edit.png
family_a_001041_coordinated_full_forgery,99c104c375576130,0.0,coordinated_full_forgery,forged,1,0.02479955554008484,0,0.242431,0.754239,0,images/family_a/family_a_001041_coordinated_full_forgery.png
family_a_001042_visual_splice,99c104c375576130,0.0,visual_splice,forged,1,0.9997355341911316,1,0.242431,0.754239,0,images/family_a/family_a_001042_visual_splice.png
family_a_001043_visual_splice,99c104c375576130,0.0,visual_splice,forged,1,0.9995896220207214,1,0.242431,0.754239,0,images/family_a/family_a_001043_visual_splice.png
family_a_001044_visual_splice,99c104c375576130,0.0,visual_splice,forged,1,0.9982869029045105,1,0.242431,0.754239,0,images/family_a/family_a_001044_visual_splice.png
family_a_001045_genuine,978a9ec20950eeca,0.0,genuine,genuine,0,0.002754875225946307,0,0.242431,0.754239,3,images/family_a/family_a_001045_genuine.png
family_a_001046_text_qr_mismatch,978a9ec20950eeca,0.0,text_qr_mismatch,forged,1,0.0034509035758674145,0,0.970044,0.994919,3,images/family_a/family_a_001046_text_qr_mismatch.png
family_a_001047_qr_only_mismatch,978a9ec20950eeca,0.0,qr_only_mismatch,forged,1,0.0011331975692883134,0,0.970044,0.994919,3,images/family_a/family_a_001047_qr_only_mismatch.png
family_a_001048_checksum_invalid,978a9ec20950eeca,0.0,checksum_invalid,forged,1,0.003955901134759188,0,0.998487,0.995253,3,images/family_a/family_a_001048_checksum_invalid.png
family_a_001049_format_invalid,978a9ec20950eeca,0.0,format_invalid,forged,1,0.00016584005788899958,0,0.992128,0.995184,3,images/family_a/family_a_001049_format_invalid.png
family_a_001050_field_missing,978a9ec20950eeca,0.0,field_missing,forged,1,9.385161683894694e-05,0,0.99023,0.994995,3,images/family_a/family_a_001050_field_missing.png
family_a_001051_fine_grained_edit,978a9ec20950eeca,0.0,fine_grained_edit,forged,1,0.0007213400094769895,0,0.98952,0.994604,3,images/family_a/family_a_001051_fine_grained_edit.png
family_a_001052_coordinated_full_forgery,978a9ec20950eeca,0.0,coordinated_full_forgery,forged,1,0.0014708645176142454,0,0.242431,0.754239,3,images/family_a/family_a_001052_coordinated_full_forgery.png
family_a_001053_visual_splice,978a9ec20950eeca,0.0,visual_splice,forged,1,0.9999853372573853,1,0.985631,0.995008,3,images/family_a/family_a_001053_visual_splice.png
family_a_001054_visual_splice,978a9ec20950eeca,0.0,visual_splice,forged,1,0.9999880790710449,1,0.999735,0.995247,3,images/family_a/family_a_001054_visual_splice.png
family_a_001055_visual_splice,978a9ec20950eeca,0.0,visual_splice,forged,1,0.9999827146530151,1,0.991713,0.995107,3,images/family_a/family_a_001055_visual_splice.png
family_a_001056_genuine,aa7b53bbc1fdb516,0.0,genuine,genuine,0,0.0013121251249685884,0,0.242431,0.754239,4,images/family_a/family_a_001056_genuine.png
family_a_001057_text_qr_mismatch,aa7b53bbc1fdb516,0.0,text_qr_mismatch,forged,1,0.0004174771311227232,0,0.970044,0.994919,4,images/family_a/family_a_001057_text_qr_mismatch.png
family_a_001058_qr_only_mismatch,aa7b53bbc1fdb516,0.0,qr_only_mismatch,forged,1,0.0005678858724422753,0,0.95527,0.994138,4,images/family_a/family_a_001058_qr_only_mismatch.png
family_a_001059_checksum_invalid,aa7b53bbc1fdb516,0.0,checksum_invalid,forged,1,0.0001252578222192824,0,0.998487,0.995253,4,images/family_a/family_a_001059_checksum_invalid.png
family_a_001060_format_invalid,aa7b53bbc1fdb516,0.0,format_invalid,forged,1,4.909227300231578e-06,0,0.992128,0.995184,4,images/family_a/family_a_001060_format_invalid.png
family_a_001061_field_missing,aa7b53bbc1fdb516,0.0,field_missing,forged,1,0.0005398453795351088,0,0.991713,0.995107,4,images/family_a/family_a_001061_field_missing.png
family_a_001062_fine_grained_edit,aa7b53bbc1fdb516,0.0,fine_grained_edit,forged,1,8.206130587495863e-05,0,0.98952,0.994604,4,images/family_a/family_a_001062_fine_grained_edit.png
family_a_001063_coordinated_full_forgery,aa7b53bbc1fdb516,0.0,coordinated_full_forgery,forged,1,0.010494066402316093,0,0.242431,0.754239,4,images/family_a/family_a_001063_coordinated_full_forgery.png
family_a_001064_visual_splice,aa7b53bbc1fdb516,0.0,visual_splice,forged,1,0.9998860359191895,1,0.95527,0.994138,4,images/family_a/family_a_001064_visual_splice.png
family_a_001065_visual_splice,aa7b53bbc1fdb516,0.0,visual_splice,forged,1,0.9992120265960693,1,0.991713,0.995107,4,images/family_a/family_a_001065_visual_splice.png
family_a_001066_visual_splice,aa7b53bbc1fdb516,0.0,visual_splice,forged,1,0.9997877478599548,1,0.996194,0.995127,4,images/family_a/family_a_001066_visual_splice.png
family_a_001067_genuine,eb0604b33eab7a8a,0.0,genuine,genuine,0,0.6938463449478149,1,0.242431,0.754239,0,images/family_a/family_a_001067_genuine.png
family_a_001068_text_qr_mismatch,eb0604b33eab7a8a,0.0,text_qr_mismatch,forged,1,0.07504868507385254,0,0.999735,0.995247,0,images/family_a/family_a_001068_text_qr_mismatch.png
family_a_001069_qr_only_mismatch,eb0604b33eab7a8a,0.0,qr_only_mismatch,forged,1,0.5294466018676758,1,0.98952,0.994604,0,images/family_a/family_a_001069_qr_only_mismatch.png
family_a_001070_checksum_invalid,eb0604b33eab7a8a,0.0,checksum_invalid,forged,1,0.3209773898124695,0,0.998487,0.995253,0,images/family_a/family_a_001070_checksum_invalid.png
family_a_001071_format_invalid,eb0604b33eab7a8a,0.0,format_invalid,forged,1,0.029106559231877327,0,0.999657,0.995223,0,images/family_a/family_a_001071_format_invalid.png
family_a_001072_field_missing,eb0604b33eab7a8a,0.0,field_missing,forged,1,0.0002447932492941618,0,0.99023,0.994995,0,images/family_a/family_a_001072_field_missing.png
family_a_001073_fine_grained_edit,eb0604b33eab7a8a,0.0,fine_grained_edit,forged,1,0.42871367931365967,0,0.967758,0.994781,0,images/family_a/family_a_001073_fine_grained_edit.png
family_a_001074_coordinated_full_forgery,eb0604b33eab7a8a,0.0,coordinated_full_forgery,forged,1,0.05780066177248955,0,0.780136,0.980429,0,images/family_a/family_a_001074_coordinated_full_forgery.png
family_a_001075_visual_splice,eb0604b33eab7a8a,0.0,visual_splice,forged,1,0.6224080920219421,1,0.242431,0.754239,0,images/family_a/family_a_001075_visual_splice.png
family_a_001076_visual_splice,eb0604b33eab7a8a,0.0,visual_splice,forged,1,0.9235090017318726,1,0.999735,0.995247,0,images/family_a/family_a_001076_visual_splice.png
family_a_001077_visual_splice,eb0604b33eab7a8a,0.0,visual_splice,forged,1,0.9998261332511902,1,0.242431,0.754239,0,images/family_a/family_a_001077_visual_splice.png
family_a_001089_genuine,f211b4b96444ff4c,0.0,genuine,genuine,0,0.7548196911811829,1,0.242431,0.754239,2,images/family_a/family_a_001089_genuine.png
family_a_001090_text_qr_mismatch,f211b4b96444ff4c,0.0,text_qr_mismatch,forged,1,0.7198342084884644,1,0.970044,0.994919,2,images/family_a/family_a_001090_text_qr_mismatch.png
family_a_001091_qr_only_mismatch,f211b4b96444ff4c,0.0,qr_only_mismatch,forged,1,0.41557493805885315,0,0.999735,0.995247,2,images/family_a/family_a_001091_qr_only_mismatch.png
family_a_001092_checksum_invalid,f211b4b96444ff4c,0.0,checksum_invalid,forged,1,0.6243600249290466,1,0.998487,0.995253,2,images/family_a/family_a_001092_checksum_invalid.png
family_a_001093_format_invalid,f211b4b96444ff4c,0.0,format_invalid,forged,1,0.00882564578205347,0,0.999657,0.995223,2,images/family_a/family_a_001093_format_invalid.png
family_a_001094_field_missing,f211b4b96444ff4c,0.0,field_missing,forged,1,0.002664972562342882,0,0.889257,0.991373,2,images/family_a/family_a_001094_field_missing.png
family_a_001095_fine_grained_edit,f211b4b96444ff4c,0.0,fine_grained_edit,forged,1,0.44713443517684937,0,0.967758,0.994781,2,images/family_a/family_a_001095_fine_grained_edit.png
family_a_001096_coordinated_full_forgery,f211b4b96444ff4c,0.0,coordinated_full_forgery,forged,1,0.009379785507917404,0,0.403446,0.884797,2,images/family_a/family_a_001096_coordinated_full_forgery.png
family_a_001097_visual_splice,f211b4b96444ff4c,0.0,visual_splice,forged,1,0.99998939037323,1,0.95527,0.994138,2,images/family_a/family_a_001097_visual_splice.png
family_a_001098_visual_splice,f211b4b96444ff4c,0.0,visual_splice,forged,1,0.9999345541000366,1,0.242431,0.754239,2,images/family_a/family_a_001098_visual_splice.png
family_a_001099_visual_splice,f211b4b96444ff4c,0.0,visual_splice,forged,1,0.8541600108146667,1,0.242431,0.754239,2,images/family_a/family_a_001099_visual_splice.png
family_a_001100_genuine,320d6d75ded7b8c5,0.0,genuine,genuine,0,0.0013938579941168427,0,0.242431,0.754239,1,images/family_a/family_a_001100_genuine.png
family_a_001101_text_qr_mismatch,320d6d75ded7b8c5,0.0,text_qr_mismatch,forged,1,0.0016273375367745757,0,0.970044,0.994919,1,images/family_a/family_a_001101_text_qr_mismatch.png
family_a_001102_qr_only_mismatch,320d6d75ded7b8c5,0.0,qr_only_mismatch,forged,1,0.00033435027580708265,0,0.970044,0.994919,1,images/family_a/family_a_001102_qr_only_mismatch.png
family_a_001103_checksum_invalid,320d6d75ded7b8c5,0.0,checksum_invalid,forged,1,0.0032986151054501534,0,0.998487,0.995253,1,images/family_a/family_a_001103_checksum_invalid.png
family_a_001104_format_invalid,320d6d75ded7b8c5,0.0,format_invalid,forged,1,0.00013545580441132188,0,0.992128,0.995184,1,images/family_a/family_a_001104_format_invalid.png
family_a_001105_field_missing,320d6d75ded7b8c5,0.0,field_missing,forged,1,0.00013102442608214915,0,0.986605,0.995082,1,images/family_a/family_a_001105_field_missing.png
family_a_001106_fine_grained_edit,320d6d75ded7b8c5,0.0,fine_grained_edit,forged,1,0.0016650327015668154,0,0.911977,0.99291,1,images/family_a/family_a_001106_fine_grained_edit.png
family_a_001107_coordinated_full_forgery,320d6d75ded7b8c5,0.0,coordinated_full_forgery,forged,1,0.002052790019661188,0,0.242431,0.754239,1,images/family_a/family_a_001107_coordinated_full_forgery.png
family_a_001108_visual_splice,320d6d75ded7b8c5,0.0,visual_splice,forged,1,0.9998413324356079,1,0.242431,0.754239,1,images/family_a/family_a_001108_visual_splice.png
family_a_001109_visual_splice,320d6d75ded7b8c5,0.0,visual_splice,forged,1,0.9999961853027344,1,0.95527,0.994138,1,images/family_a/family_a_001109_visual_splice.png
family_a_001110_visual_splice,320d6d75ded7b8c5,0.0,visual_splice,forged,1,0.9999475479125977,1,0.242431,0.754239,1,images/family_a/family_a_001110_visual_splice.png
family_a_001111_genuine,f3fdb0dd4973b1c4,0.0,genuine,genuine,0,0.008947179652750492,0,0.242431,0.754239,3,images/family_a/family_a_001111_genuine.png
family_a_001112_text_qr_mismatch,f3fdb0dd4973b1c4,0.0,text_qr_mismatch,forged,1,0.010160651989281178,0,0.98952,0.994604,3,images/family_a/family_a_001112_text_qr_mismatch.png
family_a_001113_qr_only_mismatch,f3fdb0dd4973b1c4,0.0,qr_only_mismatch,forged,1,0.012914653867483139,0,0.970044,0.994919,3,images/family_a/family_a_001113_qr_only_mismatch.png
family_a_001114_checksum_invalid,f3fdb0dd4973b1c4,0.0,checksum_invalid,forged,1,0.0028385277837514877,0,0.998487,0.995253,3,images/family_a/family_a_001114_checksum_invalid.png
family_a_001115_format_invalid,f3fdb0dd4973b1c4,0.0,format_invalid,forged,1,0.0002255844447063282,0,0.992128,0.995184,3,images/family_a/family_a_001115_format_invalid.png
family_a_001116_field_missing,f3fdb0dd4973b1c4,0.0,field_missing,forged,1,1.017112208501203e-05,0,0.99023,0.994995,3,images/family_a/family_a_001116_field_missing.png
family_a_001117_fine_grained_edit,f3fdb0dd4973b1c4,0.0,fine_grained_edit,forged,1,0.0019967772532254457,0,0.98952,0.994604,3,images/family_a/family_a_001117_fine_grained_edit.png
family_a_001118_coordinated_full_forgery,f3fdb0dd4973b1c4,0.0,coordinated_full_forgery,forged,1,0.0005864565027877688,0,0.242431,0.754239,3,images/family_a/family_a_001118_coordinated_full_forgery.png
family_a_001119_visual_splice,f3fdb0dd4973b1c4,0.0,visual_splice,forged,1,0.9999785423278809,1,0.99023,0.994995,3,images/family_a/family_a_001119_visual_splice.png
family_a_001120_visual_splice,f3fdb0dd4973b1c4,0.0,visual_splice,forged,1,0.9996820688247681,1,0.242431,0.754239,3,images/family_a/family_a_001120_visual_splice.png
family_a_001121_visual_splice,f3fdb0dd4973b1c4,0.0,visual_splice,forged,1,0.99998939037323,1,0.996194,0.995127,3,images/family_a/family_a_001121_visual_splice.png
family_a_001122_genuine,853efc73da01fb0d,0.0,genuine,genuine,0,0.012592453509569168,0,0.242431,0.754239,2,images/family_a/family_a_001122_genuine.png
family_a_001123_text_qr_mismatch,853efc73da01fb0d,0.0,text_qr_mismatch,forged,1,0.006346892099827528,0,0.98952,0.994604,2,images/family_a/family_a_001123_text_qr_mismatch.png
family_a_001124_qr_only_mismatch,853efc73da01fb0d,0.0,qr_only_mismatch,forged,1,0.0032065045088529587,0,0.95527,0.994138,2,images/family_a/family_a_001124_qr_only_mismatch.png
family_a_001125_checksum_invalid,853efc73da01fb0d,0.0,checksum_invalid,forged,1,0.004812679719179869,0,0.998487,0.995253,2,images/family_a/family_a_001125_checksum_invalid.png
family_a_001126_format_invalid,853efc73da01fb0d,0.0,format_invalid,forged,1,0.00020422319357749075,0,0.999657,0.995223,2,images/family_a/family_a_001126_format_invalid.png
family_a_001127_field_missing,853efc73da01fb0d,0.0,field_missing,forged,1,3.636561814346351e-05,0,0.99023,0.994995,2,images/family_a/family_a_001127_field_missing.png
family_a_001128_fine_grained_edit,853efc73da01fb0d,0.0,fine_grained_edit,forged,1,0.0006092149415053427,0,0.98952,0.994604,2,images/family_a/family_a_001128_fine_grained_edit.png
family_a_001129_coordinated_full_forgery,853efc73da01fb0d,0.0,coordinated_full_forgery,forged,1,0.003961376380175352,0,0.242431,0.754239,2,images/family_a/family_a_001129_coordinated_full_forgery.png
family_a_001130_visual_splice,853efc73da01fb0d,0.0,visual_splice,forged,1,0.9999537467956543,1,0.985631,0.995008,2,images/family_a/family_a_001130_visual_splice.png
family_a_001131_visual_splice,853efc73da01fb0d,0.0,visual_splice,forged,1,0.9999916553497314,1,0.986605,0.995082,2,images/family_a/family_a_001131_visual_splice.png
family_a_001132_visual_splice,853efc73da01fb0d,0.0,visual_splice,forged,1,0.9952120780944824,1,0.996194,0.995127,2,images/family_a/family_a_001132_visual_splice.png
family_a_001133_genuine,14bae5b07cb9cc79,0.0,genuine,genuine,0,0.0028191520832479,0,0.242431,0.754239,4,images/family_a/family_a_001133_genuine.png
family_a_001134_text_qr_mismatch,14bae5b07cb9cc79,0.0,text_qr_mismatch,forged,1,0.005447843112051487,0,0.98952,0.994604,4,images/family_a/family_a_001134_text_qr_mismatch.png
family_a_001135_qr_only_mismatch,14bae5b07cb9cc79,0.0,qr_only_mismatch,forged,1,0.0024111035745590925,0,0.95527,0.994138,4,images/family_a/family_a_001135_qr_only_mismatch.png
family_a_001136_checksum_invalid,14bae5b07cb9cc79,0.0,checksum_invalid,forged,1,0.0020210007205605507,0,0.998487,0.995253,4,images/family_a/family_a_001136_checksum_invalid.png
family_a_001137_format_invalid,14bae5b07cb9cc79,0.0,format_invalid,forged,1,4.9549442337593064e-05,0,0.999657,0.995223,4,images/family_a/family_a_001137_format_invalid.png
family_a_001138_field_missing,14bae5b07cb9cc79,0.0,field_missing,forged,1,0.0008089591283351183,0,0.99023,0.994995,4,images/family_a/family_a_001138_field_missing.png
family_a_001139_fine_grained_edit,14bae5b07cb9cc79,0.0,fine_grained_edit,forged,1,0.01199114229530096,0,0.894557,0.992444,4,images/family_a/family_a_001139_fine_grained_edit.png
family_a_001140_coordinated_full_forgery,14bae5b07cb9cc79,0.0,coordinated_full_forgery,forged,1,0.001914209220558405,0,0.242431,0.754239,4,images/family_a/family_a_001140_coordinated_full_forgery.png
family_a_001141_visual_splice,14bae5b07cb9cc79,0.0,visual_splice,forged,1,0.9994978904724121,1,0.985631,0.995008,4,images/family_a/family_a_001141_visual_splice.png
family_a_001142_visual_splice,14bae5b07cb9cc79,0.0,visual_splice,forged,1,0.9995655417442322,1,0.242431,0.754239,4,images/family_a/family_a_001142_visual_splice.png
family_a_001143_visual_splice,14bae5b07cb9cc79,0.0,visual_splice,forged,1,0.9911303520202637,1,0.999735,0.995247,4,images/family_a/family_a_001143_visual_splice.png
family_a_001144_genuine,6717e6221e92610f,0.0,genuine,genuine,0,0.7431362271308899,1,0.242431,0.754239,3,images/family_a/family_a_001144_genuine.png
family_a_001145_text_qr_mismatch,6717e6221e92610f,0.0,text_qr_mismatch,forged,1,0.20425236225128174,0,0.999735,0.995247,3,images/family_a/family_a_001145_text_qr_mismatch.png
family_a_001146_qr_only_mismatch,6717e6221e92610f,0.0,qr_only_mismatch,forged,1,0.6259639263153076,1,0.970044,0.994919,3,images/family_a/family_a_001146_qr_only_mismatch.png
family_a_001147_checksum_invalid,6717e6221e92610f,0.0,checksum_invalid,forged,1,0.677801787853241,1,0.998487,0.995253,3,images/family_a/family_a_001147_checksum_invalid.png
family_a_001148_format_invalid,6717e6221e92610f,0.0,format_invalid,forged,1,0.08076038956642151,0,0.999657,0.995223,3,images/family_a/family_a_001148_format_invalid.png
family_a_001149_field_missing,6717e6221e92610f,0.0,field_missing,forged,1,0.35497719049453735,0,0.99023,0.994995,3,images/family_a/family_a_001149_field_missing.png
family_a_001150_fine_grained_edit,6717e6221e92610f,0.0,fine_grained_edit,forged,1,0.6633475422859192,1,0.911977,0.99291,3,images/family_a/family_a_001150_fine_grained_edit.png
family_a_001151_coordinated_full_forgery,6717e6221e92610f,0.0,coordinated_full_forgery,forged,1,0.033313289284706116,0,0.242431,0.754239,3,images/family_a/family_a_001151_coordinated_full_forgery.png
family_a_001152_visual_splice,6717e6221e92610f,0.0,visual_splice,forged,1,0.9505476951599121,1,0.242431,0.754239,3,images/family_a/family_a_001152_visual_splice.png
family_a_001153_visual_splice,6717e6221e92610f,0.0,visual_splice,forged,1,0.9999823570251465,1,0.242431,0.754239,3,images/family_a/family_a_001153_visual_splice.png
family_a_001154_visual_splice,6717e6221e92610f,0.0,visual_splice,forged,1,0.9973235726356506,1,0.889257,0.991373,3,images/family_a/family_a_001154_visual_splice.png
family_a_001155_genuine,ce38feae14571374,0.0,genuine,genuine,0,0.003333109663799405,0,0.242431,0.754239,0,images/family_a/family_a_001155_genuine.png
family_a_001156_text_qr_mismatch,ce38feae14571374,0.0,text_qr_mismatch,forged,1,0.0012112221447750926,0,0.95527,0.994138,0,images/family_a/family_a_001156_text_qr_mismatch.png
family_a_001157_qr_only_mismatch,ce38feae14571374,0.0,qr_only_mismatch,forged,1,0.003450287040323019,0,0.970044,0.994919,0,images/family_a/family_a_001157_qr_only_mismatch.png
family_a_001158_checksum_invalid,ce38feae14571374,0.0,checksum_invalid,forged,1,0.003537852084264159,0,0.998487,0.995253,0,images/family_a/family_a_001158_checksum_invalid.png
family_a_001159_format_invalid,ce38feae14571374,0.0,format_invalid,forged,1,0.0003920823510270566,0,0.992128,0.995184,0,images/family_a/family_a_001159_format_invalid.png
family_a_001160_field_missing,ce38feae14571374,0.0,field_missing,forged,1,4.783389522344805e-05,0,0.889257,0.991373,0,images/family_a/family_a_001160_field_missing.png
family_a_001161_fine_grained_edit,ce38feae14571374,0.0,fine_grained_edit,forged,1,0.0026818986516445875,0,0.98952,0.994604,0,images/family_a/family_a_001161_fine_grained_edit.png
family_a_001162_coordinated_full_forgery,ce38feae14571374,0.0,coordinated_full_forgery,forged,1,0.005825529806315899,0,0.242431,0.754239,0,images/family_a/family_a_001162_coordinated_full_forgery.png
family_a_001163_visual_splice,ce38feae14571374,0.0,visual_splice,forged,1,0.9999043941497803,1,0.242431,0.754239,0,images/family_a/family_a_001163_visual_splice.png
family_a_001164_visual_splice,ce38feae14571374,0.0,visual_splice,forged,1,0.9997699856758118,1,0.242431,0.754239,0,images/family_a/family_a_001164_visual_splice.png
family_a_001165_visual_splice,ce38feae14571374,0.0,visual_splice,forged,1,0.9998980760574341,1,0.242431,0.754239,0,images/family_a/family_a_001165_visual_splice.png
family_a_001166_genuine,00bedefe16f18a8d,0.0,genuine,genuine,0,0.35644838213920593,0,0.242431,0.754239,1,images/family_a/family_a_001166_genuine.png
family_a_001167_text_qr_mismatch,00bedefe16f18a8d,0.0,text_qr_mismatch,forged,1,0.5912871360778809,1,0.98952,0.994604,1,images/family_a/family_a_001167_text_qr_mismatch.png
family_a_001168_qr_only_mismatch,00bedefe16f18a8d,0.0,qr_only_mismatch,forged,1,0.39767715334892273,0,0.98952,0.994604,1,images/family_a/family_a_001168_qr_only_mismatch.png
family_a_001169_checksum_invalid,00bedefe16f18a8d,0.0,checksum_invalid,forged,1,0.07781899720430374,0,0.998487,0.995253,1,images/family_a/family_a_001169_checksum_invalid.png
family_a_001170_format_invalid,00bedefe16f18a8d,0.0,format_invalid,forged,1,0.016276344656944275,0,0.999657,0.995223,1,images/family_a/family_a_001170_format_invalid.png
family_a_001171_field_missing,00bedefe16f18a8d,0.0,field_missing,forged,1,0.0017676237039268017,0,0.889257,0.991373,1,images/family_a/family_a_001171_field_missing.png
family_a_001172_fine_grained_edit,00bedefe16f18a8d,0.0,fine_grained_edit,forged,1,0.237806037068367,0,0.98952,0.994604,1,images/family_a/family_a_001172_fine_grained_edit.png
family_a_001173_coordinated_full_forgery,00bedefe16f18a8d,0.0,coordinated_full_forgery,forged,1,0.00162420142441988,0,0.242431,0.754239,1,images/family_a/family_a_001173_coordinated_full_forgery.png
family_a_001174_visual_splice,00bedefe16f18a8d,0.0,visual_splice,forged,1,0.9998579025268555,1,0.242431,0.754239,1,images/family_a/family_a_001174_visual_splice.png
