id,record_id,split,tamper_type,final_label,qr_readable,text_qr_match_score,checksum_valid,format_valid,missing_field_count,ocr_field_presence_count,ocr_field_presence_rate,qr_field_count,ocr_qr_key_overlap_count,checksum_computed,document_family,field_similarity__0,field_similarity__1,field_similarity__2,field_similarity__3,field_similarity__4
family_a_002072_format_invalid,af7a662fb6c66b6c,train,format_invalid,1,1.0,0.967,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0
family_a_002073_field_missing,af7a662fb6c66b6c,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,
family_a_002074_fine_grained_edit,af7a662fb6c66b6c,train,fine_grained_edit,1,1.0,0.98,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,0.9,1.0,1.0,1.0,1.0
family_a_002075_coordinated_full_forgery,af7a662fb6c66b6c,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002076_visual_splice,af7a662fb6c66b6c,train,visual_splice,1,1.0,0.995,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.975
family_a_002077_visual_splice,af7a662fb6c66b6c,train,visual_splice,1,1.0,0.987,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.935064935064935
family_a_002078_visual_splice,af7a662fb6c66b6c,train,visual_splice,1,1.0,0.995,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9743589743589745
family_a_002101_genuine,18aa6456a48fa225,train,genuine,0,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,,,,,
family_a_002102_text_qr_mismatch,18aa6456a48fa225,train,text_qr_mismatch,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,,,,,
family_a_002103_qr_only_mismatch,18aa6456a48fa225,train,qr_only_mismatch,1,1.0,0.866,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3283582089552239
family_a_002104_checksum_invalid,18aa6456a48fa225,train,checksum_invalid,1,0.0,,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,,,,,
family_a_002105_format_invalid,18aa6456a48fa225,train,format_invalid,1,0.0,,1.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,,,,,
family_a_002106_field_missing,18aa6456a48fa225,train,field_missing,1,0.0,,1.0,1.0,1.0,4.0,0.8,0.0,0.0,1.0,0.0,,,,,
family_a_002107_fine_grained_edit,18aa6456a48fa225,train,fine_grained_edit,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,,,,,
family_a_002108_coordinated_full_forgery,18aa6456a48fa225,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002109_visual_splice,18aa6456a48fa225,train,visual_splice,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,,,,,
family_a_002110_visual_splice,18aa6456a48fa225,train,visual_splice,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,,,,,
family_a_002111_visual_splice,18aa6456a48fa225,train,visual_splice,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,,,,,
family_a_002123_genuine,47c6cd846a874671,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002124_text_qr_mismatch,47c6cd846a874671,train,text_qr_mismatch,1,1.0,0.857,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2857142857142857
family_a_002125_qr_only_mismatch,47c6cd846a874671,train,qr_only_mismatch,1,1.0,0.92,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,0.6,1.0,1.0
family_a_002126_checksum_invalid,47c6cd846a874671,train,checksum_invalid,1,1.0,0.983,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.9166666666666666,1.0
family_a_002127_format_invalid,47c6cd846a874671,train,format_invalid,1,1.0,0.967,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0
family_a_002128_field_missing,47c6cd846a874671,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,,1.0,1.0,1.0,1.0
family_a_002129_fine_grained_edit,47c6cd846a874671,train,fine_grained_edit,1,1.0,0.98,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,0.9,1.0,1.0,1.0
family_a_002130_coordinated_full_forgery,47c6cd846a874671,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002131_visual_splice,47c6cd846a874671,train,visual_splice,1,1.0,0.545,0.0,0.0,2.0,3.0,0.6,5.0,3.0,0.0,0.0,1.0,0.7692307692307693,,,0.9565217391304348
family_a_002132_visual_splice,47c6cd846a874671,train,visual_splice,1,1.0,0.976,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8787878787878788
family_a_002133_visual_splice,47c6cd846a874671,train,visual_splice,1,1.0,0.811,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0571428571428571
family_a_002134_genuine,0de6be05eaa80efb,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002135_text_qr_mismatch,0de6be05eaa80efb,train,text_qr_mismatch,1,1.0,0.868,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3384615384615385
family_a_002136_qr_only_mismatch,0de6be05eaa80efb,train,qr_only_mismatch,1,1.0,0.92,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,0.6,1.0,1.0
family_a_002137_checksum_invalid,0de6be05eaa80efb,train,checksum_invalid,1,1.0,0.983,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.9166666666666666,1.0
family_a_002138_format_invalid,0de6be05eaa80efb,train,format_invalid,1,1.0,0.967,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0
family_a_002139_field_missing,0de6be05eaa80efb,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,1.0,,1.0,1.0,1.0
family_a_002140_fine_grained_edit,0de6be05eaa80efb,train,fine_grained_edit,1,1.0,0.98,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,0.9,1.0,1.0,1.0
family_a_002141_coordinated_full_forgery,0de6be05eaa80efb,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002142_visual_splice,0de6be05eaa80efb,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002143_visual_splice,0de6be05eaa80efb,train,visual_splice,1,1.0,0.809,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0465116279069767
family_a_002144_visual_splice,0de6be05eaa80efb,train,visual_splice,1,1.0,0.998,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9879518072289156
family_a_002145_genuine,0b58b396a6849e4f,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002146_text_qr_mismatch,0b58b396a6849e4f,train,text_qr_mismatch,1,1.0,0.92,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,0.6,1.0,1.0,1.0
family_a_002147_qr_only_mismatch,0b58b396a6849e4f,train,qr_only_mismatch,1,1.0,0.92,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,0.6,1.0,1.0
family_a_002148_checksum_invalid,0b58b396a6849e4f,train,checksum_invalid,1,1.0,0.983,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.9166666666666666,1.0
family_a_002149_format_invalid,0b58b396a6849e4f,train,format_invalid,1,1.0,0.983,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.9166666666666666,1.0
family_a_002150_field_missing,0b58b396a6849e4f,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,1.0,,1.0,1.0,1.0
family_a_002151_fine_grained_edit,0b58b396a6849e4f,train,fine_grained_edit,1,1.0,0.98,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,0.9,1.0,1.0,1.0
family_a_002152_coordinated_full_forgery,0b58b396a6849e4f,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002153_visual_splice,0b58b396a6849e4f,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002154_visual_splice,0b58b396a6849e4f,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002155_visual_splice,0b58b396a6849e4f,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002156_genuine,1ddddc1ad0d3498f,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002157_text_qr_mismatch,1ddddc1ad0d3498f,train,text_qr_mismatch,1,1.0,0.915,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5753424657534246
family_a_002158_qr_only_mismatch,1ddddc1ad0d3498f,train,qr_only_mismatch,1,1.0,0.891,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4533333333333333
family_a_002159_checksum_invalid,1ddddc1ad0d3498f,train,checksum_invalid,1,1.0,0.983,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.9166666666666666,1.0
family_a_002160_format_invalid,1ddddc1ad0d3498f,train,format_invalid,1,1.0,0.967,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0
family_a_002161_field_missing,1ddddc1ad0d3498f,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,,1.0,1.0,1.0,1.0
family_a_002162_fine_grained_edit,1ddddc1ad0d3498f,train,fine_grained_edit,1,1.0,0.967,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,0.8333333333333334,1.0,1.0
family_a_002163_coordinated_full_forgery,1ddddc1ad0d3498f,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002164_visual_splice,1ddddc1ad0d3498f,train,visual_splice,1,1.0,0.8,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
family_a_002165_visual_splice,1ddddc1ad0d3498f,train,visual_splice,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,1.0,1.0,,1.0,1.0
family_a_002166_visual_splice,1ddddc1ad0d3498f,train,visual_splice,1,1.0,0.969,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8461538461538461
family_a_002167_genuine,cf96514ac17bc4ec,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002168_text_qr_mismatch,cf96514ac17bc4ec,train,text_qr_mismatch,1,1.0,0.857,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2857142857142857
family_a_002169_qr_only_mismatch,cf96514ac17bc4ec,train,qr_only_mismatch,1,1.0,0.855,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,0.2727272727272727,1.0,1.0,1.0,1.0
family_a_002170_checksum_invalid,cf96514ac17bc4ec,train,checksum_invalid,1,1.0,0.983,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.9166666666666666,1.0
family_a_002171_format_invalid,cf96514ac17bc4ec,train,format_invalid,1,1.0,0.967,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0
family_a_002172_field_missing,cf96514ac17bc4ec,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,,1.0,1.0,1.0,1.0
family_a_002173_fine_grained_edit,cf96514ac17bc4ec,train,fine_grained_edit,1,1.0,0.98,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,0.9,1.0,1.0,1.0
family_a_002174_coordinated_full_forgery,cf96514ac17bc4ec,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002175_visual_splice,cf96514ac17bc4ec,train,visual_splice,1,1.0,0.856,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2790697674418604
family_a_002176_visual_splice,cf96514ac17bc4ec,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002177_visual_splice,cf96514ac17bc4ec,train,visual_splice,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,
family_a_002178_genuine,429498a0fe853c1b,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002179_text_qr_mismatch,429498a0fe853c1b,train,text_qr_mismatch,1,1.0,0.871,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3548387096774194
family_a_002180_qr_only_mismatch,429498a0fe853c1b,train,qr_only_mismatch,1,1.0,0.9,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0
family_a_002181_checksum_invalid,429498a0fe853c1b,train,checksum_invalid,1,1.0,0.983,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.9166666666666666,1.0
family_a_002182_format_invalid,429498a0fe853c1b,train,format_invalid,1,1.0,0.967,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0
family_a_002183_field_missing,429498a0fe853c1b,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,
family_a_002184_fine_grained_edit,429498a0fe853c1b,train,fine_grained_edit,1,1.0,0.98,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,0.9,1.0,1.0,1.0
family_a_002185_coordinated_full_forgery,429498a0fe853c1b,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002186_visual_splice,429498a0fe853c1b,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002187_visual_splice,429498a0fe853c1b,train,visual_splice,1,1.0,0.88,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,0.4,1.0,1.0
family_a_002188_visual_splice,429498a0fe853c1b,train,visual_splice,1,1.0,0.838,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1875
family_a_002189_genuine,5bc53c578a8fa7fc,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002190_text_qr_mismatch,5bc53c578a8fa7fc,train,text_qr_mismatch,1,1.0,0.86,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,0.3,1.0,1.0,1.0
family_a_002191_qr_only_mismatch,5bc53c578a8fa7fc,train,qr_only_mismatch,1,1.0,0.92,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,0.6,1.0,1.0
family_a_002192_checksum_invalid,5bc53c578a8fa7fc,train,checksum_invalid,1,1.0,0.983,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.9166666666666666,1.0
family_a_002193_format_invalid,5bc53c578a8fa7fc,train,format_invalid,1,1.0,0.983,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.9166666666666666,1.0
family_a_002194_field_missing,5bc53c578a8fa7fc,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,,1.0,1.0,1.0,1.0
family_a_002195_fine_grained_edit,5bc53c578a8fa7fc,train,fine_grained_edit,1,1.0,0.98,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,0.9,1.0,1.0,1.0
family_a_002196_coordinated_full_forgery,5bc53c578a8fa7fc,train,coordinated_full_forgery,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,,,,,
family_a_002197_visual_splice,5bc53c578a8fa7fc,train,visual_splice,1,1.0,0.971,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,0.8571428571428571,1.0,1.0,1.0,1.0
family_a_002198_visual_splice,5bc53c578a8fa7fc,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002199_visual_splice,5bc53c578a8fa7fc,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002200_genuine,fb83da64be54a5cc,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002201_text_qr_mismatch,fb83da64be54a5cc,train,text_qr_mismatch,1,1.0,0.863,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,0.3157894736842105,1.0,1.0,1.0,1.0
family_a_002202_qr_only_mismatch,fb83da64be54a5cc,train,qr_only_mismatch,1,1.0,0.891,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,0.4545454545454545,1.0,1.0,1.0,1.0
family_a_002203_checksum_invalid,fb83da64be54a5cc,train,checksum_invalid,1,1.0,0.983,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.9166666666666666,1.0
family_a_002204_format_invalid,fb83da64be54a5cc,train,format_invalid,1,1.0,0.967,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0
family_a_002205_field_missing,fb83da64be54a5cc,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,,1.0,1.0,1.0,1.0
family_a_002206_fine_grained_edit,fb83da64be54a5cc,train,fine_grained_edit,1,1.0,0.98,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,0.9,1.0,1.0,1.0,1.0
family_a_002207_coordinated_full_forgery,fb83da64be54a5cc,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002208_visual_splice,fb83da64be54a5cc,train,visual_splice,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,
family_a_002209_visual_splice,fb83da64be54a5cc,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002210_visual_splice,fb83da64be54a5cc,train,visual_splice,1,1.0,0.983,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9135802469135802
family_a_002211_genuine,195de7bab7b78f3d,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002212_text_qr_mismatch,195de7bab7b78f3d,train,text_qr_mismatch,1,1.0,0.887,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,0.4347826086956521,1.0,1.0,1.0,1.0
family_a_002213_qr_only_mismatch,195de7bab7b78f3d,train,qr_only_mismatch,1,1.0,0.92,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,0.6,1.0,1.0,1.0
family_a_002214_checksum_invalid,195de7bab7b78f3d,train,checksum_invalid,1,1.0,0.983,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.9166666666666666,1.0
family_a_002215_format_invalid,195de7bab7b78f3d,train,format_invalid,1,1.0,0.983,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.9166666666666666,1.0
family_a_002216_field_missing,195de7bab7b78f3d,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,1.0,,1.0,1.0,1.0
family_a_002217_fine_grained_edit,195de7bab7b78f3d,train,fine_grained_edit,1,1.0,0.967,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,0.8333333333333334,1.0,1.0
family_a_002218_coordinated_full_forgery,195de7bab7b78f3d,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002219_visual_splice,195de7bab7b78f3d,train,visual_splice,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,,1.0,1.0,1.0,1.0
family_a_002220_visual_splice,195de7bab7b78f3d,train,visual_splice,1,1.0,0.98,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9
family_a_002221_visual_splice,195de7bab7b78f3d,train,visual_splice,1,1.0,0.993,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9629629629629628
family_a_002222_genuine,c23e224909122c05,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002223_text_qr_mismatch,c23e224909122c05,train,text_qr_mismatch,1,1.0,0.87,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3478260869565217
family_a_002224_qr_only_mismatch,c23e224909122c05,train,qr_only_mismatch,1,1.0,0.92,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,0.6,1.0,1.0
family_a_002225_checksum_invalid,c23e224909122c05,train,checksum_invalid,1,1.0,0.983,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.9166666666666666,1.0
family_a_002226_format_invalid,c23e224909122c05,train,format_invalid,1,1.0,0.967,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0
family_a_002227_field_missing,c23e224909122c05,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,1.0,,1.0,1.0,1.0
family_a_002228_fine_grained_edit,c23e224909122c05,train,fine_grained_edit,1,1.0,0.985,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,0.9230769230769232,1.0,1.0,1.0,1.0
family_a_002229_coordinated_full_forgery,c23e224909122c05,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002230_visual_splice,c23e224909122c05,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002231_visual_splice,c23e224909122c05,train,visual_splice,1,1.0,0.943,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7142857142857143
family_a_002232_visual_splice,c23e224909122c05,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002233_genuine,717e4596243b7f25,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
family_a_002234_text_qr_mismatch,717e4596243b7f25,train,text_qr_mismatch,1,1.0,0.824,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1176470588235294
family_a_002235_qr_only_mismatch,717e4596243b7f25,train,qr_only_mismatch,1,1.0,0.94,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,0.7,1.0,1.0,1.0
family_a_002236_checksum_invalid,717e4596243b7f25,train,checksum_invalid,1,1.0,0.983,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.9166666666666666,1.0
family_a_002237_format_invalid,717e4596243b7f25,train,format_invalid,1,1.0,0.967,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0
family_a_002238_field_missing,717e4596243b7f25,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,
family_a_002239_fine_grained_edit,717e4596243b7f25,train,fine_grained_edit,1,1.0,0.95,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0
family_a_002240_coordinated_full_forgery,717e4596243b7f25,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
